		RadSolar1	RadSolar2	RadSolar3	RadSolarReflejada	Humedad	Temperatura	Albedo	Luvia Total	Direccion Viento	Pressure	Velocidad Viento
[%Y-%m-%d]	[%H:%M:%S]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[%]	[°c]	[W/m2]	[mm]	[°]	[mbar]	[m/s]
2024-06-12	10:23:00	544.599	557.127	537.833	77.929	55.59	18.842	459.904	0	82.7	754.66	7
2024-06-12	10:24:00	1071.916	1087.207	1079.134	154.979	55.551	18.698	924.156	0	100.7	754.73	5.4
2024-06-12	10:25:00	1054.358	1069.639	1062.111	151.649	56.565	18.796	910.462	0	83.8	754.71	6.9
2024-06-12	10:26:00	1036.977	1053.741	1045.326	149.831	54.807	19.039	895.494	0	106.4	754.76	8
2024-06-12	10:27:00	1026.602	1042.034	1035.289	147.215	56.49	19.066	888.074	0	91.7	754.74	4.6
2024-06-12	10:28:00	1032.75	1048.986	1041.361	148.436	54.39	19.378	892.925	0	95.9	754.63	8.3
2024-06-12	10:29:00	1043.691	1060.656	1051.406	149.556	56.188	19.264	901.849	0	96.3	754.65	5.7
2024-06-12	10:30:00	1072.213	1095.049	1053.863	149.708	55.484	19.336	904.155	0	90.9	754.68	5.8
2024-06-12	10:31:00	455.148	465.701	467.002	66.695	56.711	19.464	400.308	0	81.5	754.74	4.5
2024-06-12	10:32:00	342.862	352.383	350.019	50.421	54.34	19.437	299.598	0	90.5	754.64	5.2
2024-06-12	10:33:00	1024.642	1044.421	1013.613	144.301	54.091	19.419	869.312	0	92.4	754.67	6.1
2024-06-12	10:34:00	1033.9	1049.231	1040.611	147.473	54.67	19.507	893.137	0	87.2	754.67	5.5
2024-06-12	10:35:00	1016.547	1032.398	1019.286	144.507	53.804	19.536	874.78	0	111.7	754.68	5.3
2024-06-12	10:36:00	1026.72	1043.641	1033.477	145.995	53.308	19.79	887.482	0	97.8	754.55	7.1
2024-06-12	10:37:00	963.823	978.72	967.575	136.996	51.822	19.888	830.58	0	100.3	754.47	8.1
2024-06-12	10:38:00	964.117	977.006	968.696	137.408	51.74	19.678	831.288	0	82.1	754.7	6.3
2024-06-12	10:39:00	926.409	941.133	931.795	133.047	52.381	19.322	798.747	0	89.6	754.54	8.1
2024-06-12	10:40:00	915.135	929.507	919.842	130.702	53.543	19.336	789.14	0	81.1	754.66	7.4
2024-06-12	10:41:00	901.482	914.674	907.292	128.266	54.171	19.322	779.025	0	90.9	754.74	5.4
2024-06-12	10:42:00	955.425	968.961	962.06	136.211	53.345	19.507	825.849	0	88.8	754.69	5.9
2024-06-12	10:43:00	996.378	1011.796	1003.254	142.397	52.71	19.437	860.857	0	78.4	754.83	5.5
2024-06-12	10:44:00	904.168	921.957	900.091	129.101	53.116	19.437	770.99	0	75.6	754.81	6.8
2024-06-12	10:45:00	1000.134	1014.383	1005.762	142.794	53.127	19.25	862.969	0	87.6	754.74	4.8
2024-06-12	10:46:00	992.223	1006.186	999.319	141.367	53.377	19.605	857.952	0	100.4	754.7	4.4
2024-06-12	10:47:00	1029.11	1043.071	1033.403	145.807	53.163	19.704	887.597	0	75.8	754.77	2.7
2024-06-12	10:48:00	1084.881	1098.804	1089.284	153.644	53.282	19.945	935.639	0	89	754.69	3.2
2024-06-12	10:49:00	1129.431	1145.964	1128.24	160.031	50.722	20.001	968.209	0	88.4	754.61	7.2
2024-06-12	10:50:00	1065.924	1080.816	1069.264	151.743	51.978	19.507	917.521	0	71.6	754.66	4.6
2024-06-12	10:51:00	1066.111	1082.004	1069.996	152.8	50.589	19.549	917.197	0	116.1	754.67	7
2024-06-12	10:52:00	1125.495	1142.39	1128.951	160.249	53.249	19.464	968.702	0	106.3	754.54	5.7
2024-06-12	10:53:00	1100.123	1116.89	1102.855	156.942	52.01	19.915	945.912	0	110.8	754.57	8.3
2024-06-12	10:54:00	938.217	963.221	919.207	133.689	51.711	19.872	785.519	0	110.6	754.56	9.1
2024-06-12	10:55:00	1130.282	1145.021	1132.985	161.023	52.961	19.605	971.962	0	106.7	754.6	6.5
2024-06-12	10:56:00	1111.616	1127.16	1113.664	157.84	53.31	20.001	955.824	0	92	754.68	6.6
2024-06-12	10:57:00	508.019	513.923	522.796	73.988	51.519	20.23	448.807	0	62.1	754.59	4.8
2024-06-12	10:58:00	587.677	592.842	595.001	84.756	47.611	20.172	510.245	0	41.4	754.64	5.3
2024-06-12	10:59:00	533.579	545.498	532.986	78.086	51.25	19.76	454.9	0	76.3	754.68	6.9
2024-06-12	11:00:00	1213.588	1227.205	1216.118	172.664	51.876	19.662	1043.454	0	73.8	754.72	5.1
2024-06-12	11:01:00	1222.582	1239.27	1227.159	173.942	51.52	19.872	1053.218	0	72.8	754.64	4.4
2024-06-12	11:02:00	538.286	547.592	565.764	80.466	50.444	19.776	485.298	0	106	754.51	5.9
2024-06-12	11:03:00	557.309	563.999	574.424	82.804	48.599	19.958	491.62	0	75.3	754.62	6.8
2024-06-12	11:04:00	1301.745	1320.207	1303.608	186.997	48.055	19.915	1116.61	0	111.8	754.32	10.1
2024-06-12	11:05:00	1231.186	1248.219	1231.873	175	49.584	20.201	1056.873	0	72.3	754.54	5.4
2024-06-12	11:06:00	1340.918	1342.688	1361.115	188.515	51.653	20.014	1172.6	0	80	754.59	2.2
2024-06-12	11:07:00	795.376	818.786	778.675	112.982	49.651	19.888	665.693	0	56.6	754.64	2.2
2024-06-12	11:08:00	1399.33	1419.139	1399.541	199.544	49.657	19.931	1199.997	0	83.2	754.48	6.2
2024-06-12	11:09:00	668.088	685.126	667.548	96.662	49.735	19.803	570.886	0	78.2	754.57	5.6
2024-06-12	11:10:00	667.16	685.734	668.528	96.999	50.484	19.902	571.529	0	103.1	754.55	4.3
2024-06-12	11:11:00	514.289	526.56	524.801	76.336	50.339	20.145	448.465	0	77.4	754.51	5.9
2024-06-12	11:12:00	492.844	503.698	502.173	73.556	48.474	20.244	428.617	0	75.4	754.5	5.2
2024-06-12	11:13:00	510.658	521.534	519.983	76.738	47.592	20.313	443.245	0	76.1	754.57	6.6
2024-06-12	11:14:00	547.939	561.856	558.273	82.431	48.25	19.888	475.842	0	79.6	754.48	5.3
2024-06-12	11:15:00	598.99	613.211	611.01	89.527	50.868	19.776	521.482	0	91.3	754.5	5.3
2024-06-12	11:16:00	756.027	778.909	743.559	110.02	50.136	19.662	633.54	0	92.8	754.44	5.7
2024-06-12	11:17:00	578.845	593.193	589.346	86.152	49.877	19.776	503.194	0	67.3	754.49	4.3
2024-06-12	11:18:00	511.647	526.41	523.074	77.606	51.232	19.718	445.468	0	90.3	754.47	5
2024-06-12	11:19:00	485.325	499.925	496.448	74.543	51.509	19.747	421.905	0	96.3	754.46	5.4
2024-06-12	11:20:00	482.541	495.847	493.089	74.427	50.273	19.76	418.662	0	75.7	754.35	8.6
2024-06-12	11:21:00	542.216	559.219	548.398	82.317	52.677	19.52	466.082	0	89	754.45	6.9
2024-06-12	11:22:00	513.431	527.291	524.568	78.292	52.083	19.747	446.276	0	99.3	754.48	5.3
2024-06-12	11:23:00	525.092	538.4	537.128	80.333	50.463	19.619	456.794	0	80.2	754.42	10.2
2024-06-12	11:24:00	663.739	679.047	680.349	99.055	51.88	19.264	581.294	0	83.6	754.44	5.7
2024-06-12	11:25:00	773.513	809.992	739.534	111.819	52.352	19.464	627.716	0	93.1	754.35	4.3
2024-06-12	11:26:00	575.046	589.601	585.765	87.354	52.05	19.48	498.412	0	84.7	754.36	8.9
2024-06-12	11:27:00	571.053	586.238	583.236	86.396	53.15	19.392	496.841	0	100.9	754.5	4.8
2024-06-12	11:28:00	607.165	621.677	619.975	91.447	52.297	19.237	528.528	0	79.7	754.49	7.3
2024-06-12	11:29:00	1016.944	1032.949	1043.669	145.808	53.057	19.224	897.861	0	78.6	754.55	6.7
2024-06-12	11:30:00	617.608	633.986	628.706	92.015	52.907	19.549	536.692	0	89.6	754.4	5.8
2024-06-12	11:31:00	570.362	586.114	582.517	85.161	52.994	19.563	497.356	0	94.1	754.53	7.7
2024-06-12	11:32:00	899.581	914.877	909.77	129.486	52.706	19.803	780.284	0	77.9	754.56	7.7
2024-06-12	11:33:00	1219.489	1235.433	1239.826	173.331	52.751	19.549	1066.495	0	75.5	754.43	6.1
2024-06-12	11:34:00	565.563	579.766	576.15	84.096	53.066	19.507	492.054	0	79	754.4	6.9
2024-06-12	11:35:00	858.285	863.219	868.459	121.897	52.846	19.48	746.562	0	77.1	754.47	6.9
2024-06-12	11:36:00	569.202	583.402	576.453	84.401	52.8	19.336	492.052	0	87.8	754.45	5.8
2024-06-12	11:37:00	588.391	600.636	598.073	87.021	53.336	19.25	511.052	0	82.9	754.39	4
2024-06-12	11:38:00	874.796	877.346	910.513	125.458	53.487	19.293	785.055	0	81.8	754.29	8.9
2024-06-12	11:39:00	533.116	544.619	541.65	79.423	54.322	19.28	462.228	0	65.2	754.33	7.7
2024-06-12	11:40:00	1422.793	1445.413	1422.169	201.678	53.286	19.464	1220.492	0	75.6	754.34	8
2024-06-12	11:41:00	1379.931	1402.261	1383.941	194.713	54.093	19.579	1189.228	0	83.3	754.36	5.9
2024-06-12	11:42:00	1302.349	1317.619	1313.749	184.258	52.379	19.635	1129.491	0	80.3	754.38	9.5
2024-06-12	11:43:00	1158.513	1175.719	1180.449	162.659	52.683	19.619	1017.79	0	88.2	754.38	6.6
2024-06-12	11:44:00	740.26	744.793	786.024	106.606	53.395	19.776	679.418	0	67.5	754.37	4.2
2024-06-12	11:45:00	766.984	779.791	788.657	111.041	52.074	19.859	677.616	0	87.6	754.43	9.2
2024-06-12	11:46:00	590.435	604.403	599.804	86.157	52.278	19.945	513.647	0	109.6	754.3	5.4
2024-06-12	11:47:00	631.62	643.714	646.843	91.506	51.665	19.915	555.337	0	83	754.37	7.3
2024-06-12	11:48:00	778.114	789.442	788.147	109.755	51.047	19.945	678.392	0	77.5	754.35	6.8
2024-06-12	11:49:00	1357.003	1377.855	1356.739	190.188	51.667	20.033	1166.551	0	73.8	754.38	5.6
2024-06-12	11:50:00	1174.855	1200.285	1147.262	163.174	52.901	19.971	984.088	0	73.8	754.28	7.7
2024-06-12	11:51:00	1256.058	1305.766	1181.748	174.121	52.454	19.958	1007.627	0	76.6	754.29	6.7
2024-06-12	11:52:00	1261.183	1267.682	1284.442	177.756	50.461	20.214	1106.686	0	75.5	754.21	6.5
2024-06-12	11:53:00	1382.903	1402.02	1374.909	191.63	51.148	20.23	1183.279	0	104.6	754.28	6.7
2024-06-12	11:54:00	1342.964	1354.941	1339.506	186.882	51.937	20.286	1152.624	0	87.8	754.2	6
2024-06-12	11:55:00	1165.882	1186.577	1157.311	161.579	51.96	20.286	995.733	0	73	754.32	6
2024-06-12	11:56:00	1406.102	1423.064	1400.979	194.216	50.934	20.625	1206.763	0	109	754.24	5.1
2024-06-12	11:57:00	540.777	553.902	547.044	78.705	51.268	20.655	468.338	0	102.3	754.03	9.3
2024-06-12	11:58:00	566.871	578.522	573.805	82.89	50.411	20.612	490.915	0	93.2	754.12	7.5
2024-06-12	11:59:00	664.723	676.948	673.762	97.465	50.211	20.089	576.297	0	89.9	754.01	8.9
2024-06-12	12:00:00	880.374	882.396	911.763	125.632	51.665	20.033	786.132	0	90.3	754.15	7.5
2024-06-12	12:01:00	747.525	761.175	755.415	107.222	50.443	20.073	648.194	0	91.5	754.03	6.8
2024-06-12	12:02:00	548.506	562.501	558.161	82.461	51.065	19.635	475.699	0	82.6	754.11	7.2
2024-06-12	12:03:00	1250.412	1250.963	1308.609	177.17	52.626	19.718	1131.439	0	101	754.14	4.7
2024-06-12	12:04:00	1217.288	1255.609	1192.933	171.049	52.42	20.073	1021.884	0	103	753.99	8.3
2024-06-12	12:05:00	570.075	587.411	580.268	84.452	50.566	20.172	495.816	0	94.8	754.04	8.8
2024-06-12	12:06:00	567.598	580.834	576.607	82.861	51.477	20.014	493.745	0	91.1	753.93	5.7
