		RadSolar1	RadSolar2	RadSolar3	RadSolarReflejada	Humedad	Temperatura	Albedo	Luvia Total	Direccion Viento	Pressure	Velocidad Viento
[%Y-%m-%d]	[%H:%M:%S]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[%]	[°c]	[W/m2]	[mm]	[°]	[mbar]	[m/s]
2024-06-14	10:21:00	386.32	394.724	394.861	59.927	57.402	19.451	334.934	0	106.3	753.4	3.7
2024-06-14	10:22:00	393.13	400.39	401.422	60.428	56.874	19.464	340.994	0	78.6	753.44	2
2024-06-14	10:23:00	559.69	572.426	569.167	82.991	57.036	19.464	486.176	0	102.2	753.49	2.5
2024-06-14	10:24:00	440.482	447.571	449.514	67.362	56.134	19.493	382.152	0	104.6	753.44	1.4
2024-06-14	10:25:00	480.343	488.592	489.428	72.979	56.05	19.734	416.449	0	80.3	753.35	4.9
2024-06-14	10:26:00	491.401	496.795	500.87	74.964	54.668	19.747	425.906	0	87.1	753.37	2.1
2024-06-14	10:27:00	464.726	473.978	475.378	69.8	55.226	19.832	405.578	0	7.1	753.43	0.6
2024-06-14	10:28:00	485.091	494.427	495.975	72.447	54.679	19.902	423.527	0	30.1	753.37	2.7
2024-06-14	10:29:00	488.916	497.099	498.169	73.324	52.111	19.902	424.845	0	55.6	753.36	3.9
2024-06-14	10:30:00	480.229	487.203	488.262	71.815	50.165	19.987	416.447	0	76.9	753.36	4.3
2024-06-14	10:31:00	612.415	623.264	621.605	88.531	51.039	19.872	533.073	0	93.7	753.36	2.4
2024-06-14	10:32:00	505.961	513.152	514.998	76.032	51.216	19.859	438.966	0	61.6	753.31	4.7
2024-06-14	10:33:00	796.439	820.866	809.897	115.861	51.978	19.816	694.037	0	84.5	753.37	4.2
2024-06-14	10:34:00	698.043	709.679	711.957	102.225	53.122	19.931	609.732	0	75.1	753.33	3.9
2024-06-14	10:35:00	678.374	691.999	691.142	99.29	50.682	19.971	591.852	0	72.8	753.37	5.2
2024-06-14	10:36:00	563.6	575.7	575.831	83.194	51.367	19.945	492.638	0	61.3	753.34	3.3
2024-06-14	10:37:00	545.013	556.094	555.985	81.041	50.971	19.872	474.944	0	73.9	753.28	5.7
2024-06-14	10:38:00	557.231	569.225	568.177	82.795	51.511	19.816	485.382	0	86.5	753.26	4.8
2024-06-14	10:39:00	568.297	581.097	579.16	83.553	51.894	19.718	495.607	0	52.9	753.32	2.9
2024-06-14	10:40:00	546.55	556.728	557.183	80.376	51.566	19.902	476.807	0	90.5	753.31	3.2
2024-06-14	10:41:00	551.605	563.615	562.153	80.443	50.778	20.001	481.71	0	60.2	753.32	2.1
2024-06-14	10:42:00	506.99	517.65	517.708	75.341	51.493	20.001	442.366	0	89.9	753.28	4.6
2024-06-14	10:43:00	489.115	499.272	500.183	72.981	52.086	20.214	427.202	0	86.4	753.33	3.9
2024-06-14	10:44:00	505.986	516.202	516.706	76.027	51.653	20.115	440.679	0	96.3	753.23	5.3
2024-06-14	10:45:00	539.637	551.928	550.932	80.374	51.404	20.014	470.558	0	99.8	753.26	6.1
2024-06-14	10:46:00	521.847	533.208	533.596	77.784	51.409	20.073	455.812	0	86	753.15	5
2024-06-14	10:47:00	519.326	530.223	530.894	77.528	48.572	20.102	453.366	0	77.7	753.21	6.4
2024-06-14	10:48:00	502.944	512.81	513.476	74.89	50.717	20.046	438.585	0	86.2	753.21	4.3
2024-06-14	10:49:00	506.005	514.557	515.885	75.088	51.712	20.059	440.797	0	81.9	753.22	3.3
2024-06-14	10:50:00	550.374	557.687	559.878	80.803	51.726	20.073	479.075	0	83.1	753.17	5.9
2024-06-14	10:51:00	534.841	543.07	544.199	79.265	52.059	20.145	464.934	0	84.3	753.15	6.1
2024-06-14	10:52:00	539.075	548.077	549.161	79.543	52.898	20.131	469.618	0	92.6	753.08	4.6
2024-06-14	10:53:00	553.016	561.881	563.048	80.449	51.99	20.356	482.599	0	70.9	753.22	3.8
2024-06-14	10:54:00	527.133	537.306	536.659	77.755	49.932	20.342	458.904	0	108.6	753.21	4.3
2024-06-14	10:55:00	499.258	507.702	508.595	73.371	53.176	20.033	435.223	0	93	753.14	3.5
2024-06-14	10:56:00	500.205	509.997	510.658	74.335	53.061	20.145	436.323	0	109.6	753.13	4.5
2024-06-14	10:57:00	541.726	550.919	552.71	79.555	53.337	20.286	473.155	0	96.4	753.08	3.6
2024-06-14	10:58:00	549.457	560.023	560.452	81.004	51.326	20.286	479.448	0	87.1	753	5.5
2024-06-14	10:59:00	658.444	670.046	668.978	95.339	52.97	20.115	573.639	0	82.3	753.07	5.2
2024-06-14	11:00:00	863.751	868.665	874.963	123.17	52.664	20.115	751.793	0	69.7	753.02	4.8
2024-06-14	11:01:00	669.914	682.167	679.878	96.532	51.145	20.115	583.346	0	79.6	752.96	4.9
