		RadSolar1	RadSolar2	RadSolar3	RadSolarReflejada	Humedad	Temperatura	Albedo	Luvia Total	Direccion Viento	Pressure	Velocidad Viento
[%Y-%m-%d]	[%H:%M:%S]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[%]	[°c]	[W/m2]	[mm]	[°]	[mbar]	[m/s]
2024-05-31	10:35:00	326.908	335.226	332.575	36.317	87.209	16.022	296.257	0	211.8	754.32	1.9
2024-05-31	10:36:00	305.941	314.784	311.83	34.187	86.573	16.078	277.643	0	187.7	754.22	1.2
2024-05-31	10:37:00	288.406	297.073	293.652	32.488	88.114	16.177	261.164	0	186.6	754.33	2.1
2024-05-31	10:38:00	274.493	282.702	279.685	31.181	85.363	16.177	248.504	0	174.8	754.2	1.6
2024-05-31	10:39:00	265.14	272.559	270.017	30.282	84.8	16.206	239.735	0	191.3	754.19	1.1
2024-05-31	10:40:00	259.21	266.498	263.593	29.721	86.311	16.276	233.872	0	192.3	754.2	1.7
2024-05-31	10:41:00	253.212	260.621	257.54	29.131	85.291	16.276	228.408	0	178.4	754.2	1.4
2024-05-31	10:42:00	249.695	257.365	254.168	28.743	85.726	16.289	225.425	0	176	754.14	0.7
2024-05-31	10:43:00	250.581	258.018	254.768	28.876	84.878	16.305	225.892	0	161.1	754.08	1.2
2024-05-31	10:44:00	252.961	259.834	256.816	29.031	84.019	16.345	227.785	0	147	754.09	0.7
2024-05-31	10:45:00	255.9	262.656	259.73	29.049	84.676	16.361	230.681	0	175.5	754.07	0.4
2024-05-31	10:46:00	258.58	265.16	262.681	29.091	84.161	16.433	233.59	0	0	754.05	0
2024-05-31	10:47:00	256.399	263.204	261.097	28.759	83.743	16.462	232.338	0	98.9	754.06	0.5
2024-05-31	10:48:00	245.043	252.484	249.93	27.471	86.073	16.532	222.459	0	101	754.07	0.7
2024-05-31	10:49:00	229.44	237.558	234.514	26.083	86.152	16.617	208.431	0	133.6	754.12	1
2024-05-31	10:50:00	215.471	223.492	219.497	24.69	83.227	16.617	194.807	0	135.2	754.14	1.2
2024-05-31	10:51:00	203.775	211.322	207.251	23.408	86.395	16.644	183.843	0	126.7	754.1	0.8
2024-05-31	10:52:00	198.618	205.411	200.911	22.665	85.487	16.66	178.246	0	133.5	754.15	1.6
2024-05-31	10:53:00	198.651	204.303	200.392	22.705	82.334	16.545	177.688	0	140.3	754.19	2.2
2024-05-31	10:54:00	198.484	203.191	200.216	22.27	83.486	16.532	177.946	0	154.6	754.18	0.9
2024-05-31	10:55:00	201.953	206.694	203.481	22.249	83.318	16.505	181.232	0	160.6	754.1	1.1
2024-05-31	10:56:00	203.862	208.841	205.882	22.327	85.305	16.561	183.555	0	128.6	754.12	0.4
2024-05-31	10:57:00	206.302	211.288	208.985	22.776	86.138	16.588	186.209	0	114	754.16	0.9
2024-05-31	10:58:00	206.885	213.328	209.964	23.168	83.317	16.505	186.796	0	0	754.16	0
2024-05-31	10:59:00	210.431	216.902	213.413	23.65	86.981	16.545	189.763	0	96.2	754.14	0.7
2024-05-31	11:00:00	219.668	226.557	222.734	24.655	86.477	16.545	198.078	0	97.4	754.09	1.2
