		RadSolar1	RadSolar2	RadSolar3	RadSolarReflejada	Humedad	Temperatura	Albedo	Luvia Total	Direccion Viento	Pressure	Velocidad Viento
[%Y-%m-%d]	[%H:%M:%S]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[%]	[°c]	[W/m2]	[mm]	[°]	[mbar]	[m/s]
2024-05-22	10:44:00	649.651	642.532	642.16	85.55	55.896	18.698	556.61	0	82.3	755.09	1.7
2024-05-22	10:45:00	1064.299	1166.668	1136.696	149.801	55.562	18.911	986.895	0	55.9	755.06	4.1
2024-05-22	10:46:00	524.377	567.627	553.077	73.265	57.215	19.039	479.812	0	56.7	755.13	3.3
2024-05-22	10:47:00	357.648	369.587	367.435	49.394	55.483	19.464	318.041	0	82.6	755.06	3.2
2024-05-22	10:48:00	328.74	339.601	337.638	46.442	54.322	19.437	291.196	0	68	755.1	3.9
2024-05-22	10:49:00	350.433	357.806	356.376	49.116	54.171	19.224	307.26	0	48.6	755.1	4.3
2024-05-22	10:50:00	571.322	548.755	551.685	76.305	54.619	18.871	475.381	0	49.4	755.03	2.5
2024-05-22	10:51:00	549.826	564.855	567.107	75.284	55.831	18.927	491.824	0	64.6	755.05	2.3
2024-05-22	10:52:00	403.787	410.219	408.481	56.142	53.862	18.997	352.339	0	69.8	755.02	5
2024-05-22	10:53:00	445.075	454.427	452.61	62.296	54.665	18.698	390.314	0	69.1	755.08	3.6
2024-05-22	10:54:00	495.278	507.874	503.52	69.045	55.638	18.641	434.474	0	73	755.05	2.8
2024-05-22	10:55:00	426.727	436.291	432.295	60.399	55.089	18.698	371.896	0	86.7	755.02	3.9
2024-05-22	10:56:00	1294.501	1329.559	1320.995	176.271	55.8	18.628	1144.724	0	124.8	755.03	0.8
2024-05-22	10:57:00	350.789	357.974	356.667	48.662	54.711	18.684	308.005	0	162.3	754.98	1.3
2024-05-22	10:58:00	365.747	371.297	371.84	50.543	56.014	18.754	321.297	0	79.1	754.96	1.7
2024-05-22	10:59:00	417.275	421.666	422.128	57.55	54.572	18.911	364.578	0	46.7	754.87	2.7
2024-05-22	11:00:00	486.278	494.165	491.032	67.16	54.592	18.871	423.871	0	54.4	754.93	3.8
2024-05-22	11:01:00	416.741	424.392	422.505	57.568	54.427	18.698	364.937	0	40.1	754.96	1.7
2024-05-22	11:02:00	384.015	390.808	389.274	54.023	54.586	18.684	335.252	0	155.3	754.86	3.2
2024-05-22	11:03:00	388.411	394.621	394.353	53.771	55.603	18.796	340.583	0	50.5	754.83	1.9
2024-05-22	11:04:00	428.316	434.663	434.136	58.638	55.658	18.983	375.499	0	76.7	754.88	3.1
2024-05-22	11:05:00	437.579	444.952	443.677	60.101	54.389	19.053	383.576	0	3.5	754.81	2.4
2024-05-22	11:06:00	426.467	434.421	431.749	58.979	54.018	19.151	372.77	0	44.9	754.85	3.4
2024-05-22	11:07:00	402.431	408.787	407.442	55.717	54.848	18.997	351.725	0	33.7	754.82	3.3
2024-05-22	11:08:00	401.81	407.017	406.783	55.775	54.962	18.967	351.008	0	26.5	754.77	2.5
2024-05-22	11:09:00	1101.367	1140.957	1110.183	145.845	54.143	18.983	964.339	0	8.1	754.84	2.9
2024-05-22	11:10:00	475.454	483.741	482.075	65.4	54.764	18.884	416.675	0	58	754.79	1.4
2024-05-22	11:11:00	827.146	896.756	867.042	113.065	55.374	18.884	753.977	0	71.8	754.76	1.7
2024-05-22	11:12:00	411.069	422.406	419.927	57.194	56.281	19.01	362.733	0	95.7	754.73	2
2024-05-22	11:13:00	359.528	369.016	368.506	50.58	54.352	19.322	317.926	0	85.4	754.8	1.8
2024-05-22	11:14:00	376.61	385.826	385.403	53.586	54.283	19.349	331.817	0	74.4	754.81	3.7
2024-05-22	11:15:00	426.607	436.818	436.47	60.346	54.386	19.52	376.124	0	103.7	754.76	3.6
2024-05-22	11:16:00	618.292	628.07	622.349	86.36	52.141	19.464	535.99	0	100.3	754.85	6.2
2024-05-22	11:17:00	500.948	511.802	508.426	69.834	54.335	19.451	438.591	0	91.2	754.81	5.1
2024-05-22	11:18:00	478.701	489.201	486.719	66.674	52.86	19.635	420.045	0	110.3	754.8	4.4
2024-05-22	11:19:00	466.251	477.552	475.21	65.05	51.674	19.662	410.16	0	138.8	754.84	2.6
2024-05-22	11:20:00	429.501	441.878	439.627	60.585	53.157	19.605	379.042	0	120.4	754.79	3.6
2024-05-22	11:21:00	425.964	438.372	436.318	59.888	53.047	19.734	376.43	0	127.6	754.77	4.3
2024-05-22	11:22:00	438.021	450.2	447.859	61.578	52.628	19.718	386.281	0	120.6	754.74	3.9
2024-05-22	11:23:00	457.431	468.872	465.751	64.161	52.953	19.493	401.59	0	109.1	754.71	5.5
2024-05-22	11:24:00	459.755	471.905	468.038	64.467	52.686	19.322	403.571	0	109.4	754.77	4.3
2024-05-22	11:25:00	1260.906	1305.99	1252.865	165.56	52.852	19.419	1087.304	0	131.9	754.73	5.4
2024-05-22	11:26:00	429.103	443.772	439.744	59.804	51.172	19.419	379.94	0	85.6	754.73	3.2
2024-05-22	11:27:00	371.966	382.309	380.189	52.24	51.973	19.349	327.948	0	92.2	754.7	3
2024-05-22	11:28:00	346.515	357.119	355.234	49.665	53.45	19.405	305.57	0	103.2	754.68	4.5
2024-05-22	11:29:00	349.144	362.518	359.746	50.903	53.299	19.549	308.843	0	107.7	754.74	6.7
2024-05-22	11:30:00	363.954	374.626	372.178	51.907	53.624	19.264	320.271	0	86.4	754.74	3.6
2024-05-22	11:31:00	400.172	409.264	406.48	56.46	55.443	19.109	350.02	0	105	754.76	3.6
2024-05-22	11:32:00	407.481	419.588	416.836	58.144	54.233	19.306	358.693	0	113.4	754.74	4.6
2024-05-22	11:33:00	377.121	389.588	387.454	54.247	54.476	19.322	333.207	0	91	754.67	6.9
2024-05-22	11:34:00	405.795	416.734	415.044	57.893	55.162	19.181	357.151	0	82.7	754.78	6.1
2024-05-22	11:35:00	570.421	576.94	567.93	78.562	53.789	19.01	489.369	0	84.5	754.77	6.6
2024-05-22	11:36:00	657.674	675.324	683.358	92.399	56.009	18.997	590.959	0	95.6	754.76	4.4
2024-05-22	11:37:00	508.96	523.187	520.733	71.465	54.306	19.151	449.269	0	102.4	754.71	5.3
2024-05-22	11:38:00	496.94	508.636	501.899	69.497	53.955	19.066	432.402	0	83.7	754.63	7.7
2024-05-22	11:39:00	446.56	460.665	457.823	63.002	55.246	18.855	394.821	0	92.2	754.58	6.3
2024-05-22	11:40:00	442.609	453.715	451.36	62.409	56.092	18.77	388.951	0	70.7	754.6	6.6
2024-05-22	11:41:00	452.129	463.022	460.66	63.057	56.842	18.898	397.603	0	91.5	754.71	5.7
2024-05-22	11:42:00	458.297	469.833	466.724	64.481	55.263	18.983	402.242	0	100.8	754.67	5.5
2024-05-22	11:43:00	488.116	498.8	495.756	68.139	55.249	18.871	427.617	0	85.1	754.63	5.7
2024-05-22	11:44:00	591.647	603.641	601.671	81.57	56.527	18.796	520.102	0	73.6	754.53	4.9
2024-05-22	11:45:00	644.421	656.821	652.192	87.72	56.641	18.855	564.472	0	65.7	754.64	1.9
2024-05-22	11:46:00	510.928	522.979	520.827	71.021	54.402	19.039	449.806	0	91.6	754.51	5.5
2024-05-22	11:47:00	767.63	771.438	767.616	103.606	55.104	18.983	664.01	0	82.8	754.41	4.1
2024-05-22	11:48:00	518.307	531.282	529.933	71.509	55.938	19.181	458.424	0	77.4	754.39	4.2
2024-05-22	11:49:00	529.832	541.961	539.467	73.255	54.073	19.378	466.212	0	77.5	754.51	4.9
2024-05-22	11:50:00	588.88	603.383	593.312	80.149	54.001	19.419	513.163	0	114.2	754.32	7.3
2024-05-22	11:51:00	551.821	564.377	561.256	76.14	54.251	19.125	485.116	0	94	754.42	5.8
2024-05-22	11:52:00	509.694	522.119	519.869	70.332	55.039	18.967	449.538	0	78.6	754.45	4.1
2024-05-22	11:53:00	502.825	514.795	512.748	69.325	54.402	19.039	443.423	0	56.1	754.49	4.5
2024-05-22	11:54:00	800.759	823.247	859.129	111.918	55.895	18.927	747.211	0	61.9	754.48	3.4
2024-05-22	11:55:00	484.523	497.122	494.886	66.832	55.098	19.306	428.054	0	90.9	754.53	5.7
2024-05-22	11:56:00	495.914	507.897	505.459	68.039	55.507	19.194	437.42	0	84.2	754.57	2.1
2024-05-22	11:57:00	472.619	483.11	481.113	65.184	55.324	19.264	415.928	0	90.9	754.57	4.6
2024-05-22	11:58:00	440.252	453.089	451.698	61.26	55.666	19.336	390.439	0	90.5	754.54	4.5
2024-05-22	11:59:00	431.654	444.806	442.095	60.457	55.172	19.592	381.638	0	104.5	754.55	6.1
2024-05-22	12:00:00	465.884	477.157	473.555	65.677	54.605	19.349	407.878	0	111.8	754.44	6.8
