		RadSolar1	RadSolar2	RadSolar3	RadSolarReflejada	Humedad	Temperatura	Albedo	Luvia Total	Direccion Viento	Pressure	Velocidad Viento
[%Y-%m-%d]	[%H:%M:%S]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[%]	[°c]	[W/m2]	[mm]	[°]	[mbar]	[m/s]
2024-05-07	09:51:00	856.126	867.551	869.893	112.416	37.817	21.672	757.477	0	79.9	752.51	3.9
2024-05-07	09:52:00	883.71	898.615	898.868	116.555	39.772	21.859	782.313	0	103.4	752.38	6.9
2024-05-07	09:53:00	889.126	902.54	903.753	117.089	38.309	21.915	786.664	0	93.7	752.43	6.3
2024-05-07	09:54:00	899.554	913.575	914.411	118.616	38.252	21.803	795.796	0	111.4	752.37	6.2
2024-05-07	09:55:00	910.416	924.806	923.739	120.359	38.588	21.702	803.38	0	105.7	752.24	6.1
2024-05-07	09:56:00	924.756	940.599	939.783	122.487	39.246	21.718	817.296	0	94.4	752.35	7.5
2024-05-07	09:57:00	934.648	949.273	949.156	122.937	40.479	21.646	826.219	0	98.6	752.31	6.2
2024-05-07	09:58:00	940.278	954.116	954.476	124.52	39.673	21.63	829.956	0	111.7	752.27	7
2024-05-07	09:59:00	949.498	962.067	963.597	124.867	40.108	21.504	838.731	0	111.9	752.37	4.8
2024-05-07	10:00:00	931.807	945.096	946.02	123.164	39.163	21.63	822.856	0	112.7	752.29	5.2
2024-05-07	10:01:00	929.861	943.443	944.907	121.693	41.152	21.873	823.214	0	101.5	752.27	4.1
2024-05-07	10:02:00	927.732	940.996	941.612	122.179	37.854	22.07	819.433	0	111.7	752.3	6.9
2024-05-07	10:03:00	944.42	960.132	958.288	124.275	39.609	21.859	834.013	0	108.7	752.24	5.9
2024-05-07	10:04:00	933.049	944.74	946.281	122.153	39.7	21.902	824.128	0	107.4	752.27	3.8
2024-05-07	10:05:00	914.221	925.827	927.846	119.083	39.626	22.014	808.764	0	92.7	752.32	3.9
2024-05-07	10:06:00	919.903	931.798	933.186	119.859	40.083	22.327	813.327	0	114.5	752.28	6.3
2024-05-07	10:07:00	921.645	935.228	934.396	121.358	39.227	22.126	813.038	0	104.9	752.12	8.4
2024-05-07	10:08:00	933.407	946.804	946.141	122.055	40.646	22.113	824.086	0	100.8	752.16	6.8
2024-05-07	10:09:00	932.148	943.382	943.285	121.932	38.696	22.014	821.353	0	86.7	752.16	8.1
2024-05-07	10:10:00	931.923	945.049	944.557	121.313	41.342	22.113	823.244	0	79.9	752.23	5.4
2024-05-07	10:11:00	929.503	943.801	941.888	121.34	40.225	22.225	820.548	0	73.3	752.16	6.1
2024-05-07	10:12:00	940.18	952.073	951.992	122.425	40.538	22.027	829.566	0	86.5	752.21	5.1
2024-05-07	10:13:00	931.747	946.241	944.191	121.59	41.271	22.014	822.601	0	113	752.27	4.5
2024-05-07	10:14:00	938.07	951.391	948.976	122.811	38.785	21.902	826.165	0	115.7	752.19	6.6
2024-05-07	10:15:00	929.694	941.005	940.833	120.566	42.159	21.886	820.267	0	76.9	752.28	5.7
2024-05-07	10:16:00	932.736	949.489	945.513	121.145	40.852	22.027	824.368	0	107.2	752.22	4.4
2024-05-07	10:17:00	899.417	907.074	908.694	117.079	40.596	21.971	791.615	0	108.3	752.32	5.1
2024-05-07	10:18:00	934.747	946.589	946.006	121.24	41.58	22.225	824.766	0	111.5	752.12	5.8
2024-05-07	10:19:00	935.714	945.987	946.205	121.016	40.41	22.254	825.189	0	77.8	752.31	5.6
2024-05-07	10:20:00	940.269	952.989	951.124	121.593	40.17	22.3	829.53	0	92.4	752.22	3.4
2024-05-07	10:21:00	937.85	949.758	948.716	120.772	41.612	22.313	827.944	0	92.7	752.24	4.2
2024-05-07	10:22:00	923.18	937.681	933.693	119.809	40.025	22.156	813.884	0	82.4	752.22	5.8
2024-05-07	10:23:00	923.286	937.072	934.317	119.741	41.394	22.238	814.575	0	104	752.21	4.5
2024-05-07	10:24:00	924.088	935.038	933.555	119.692	41.182	22.254	813.862	0	119.4	752.2	5
2024-05-07	10:25:00	938.593	952.399	948.3	122.072	40.463	22.27	826.227	0	115.6	752.18	6.4
2024-05-07	10:26:00	951.053	962.112	959.539	123.402	39.749	22.1	836.136	0	77.6	752.12	7.1
2024-05-07	10:27:00	921.353	932.74	929.738	119.921	40.271	21.859	809.816	0	68.8	752.13	6.2
2024-05-07	10:28:00	980.769	994.314	991.065	127.181	42.606	21.859	863.884	0	103.3	752.26	4.8
2024-05-07	10:29:00	992.548	1006.207	1001.765	129.242	40.575	22.126	872.522	0	109.3	752.16	7.1
2024-05-07	10:30:00	992.663	1004.89	1000.34	128.376	40.447	21.902	871.964	0	78.9	752.14	5.7
2024-05-07	10:31:00	972.64	982	980.903	125.06	41.284	21.915	855.842	0	69.4	752.17	3.9
2024-05-07	10:32:00	933.136	947.347	941.806	120.761	42.58	22.027	821.046	0	107.6	752.1	5.2
2024-05-07	10:33:00	896.623	908.165	905.135	115.477	42.731	22.284	789.658	0	103.3	752.12	5.2
2024-05-07	10:34:00	949.52	961.211	957.685	122.312	42.011	22.439	835.373	0	74.2	752.18	5.5
2024-05-07	10:35:00	946.56	960.137	954.911	122.709	41.072	22.083	832.202	0	58.7	752.16	4.6
2024-05-07	10:36:00	957.655	967.907	965.09	124.069	41.197	22.198	841.021	0	104.4	752.09	6.5
2024-05-07	10:37:00	992.157	1004.792	998.909	128.449	40.985	22.142	870.46	0	84	752.12	7.1
2024-05-07	10:38:00	1031.511	1044.581	1037.832	133.733	40.115	22.126	904.099	0	81.4	752.09	7.9
2024-05-07	10:39:00	979.67	992.469	986.3	127.137	41.243	22.001	859.164	0	92.2	752.03	8.3
2024-05-07	10:40:00	971.647	980.938	978.763	124.693	42.633	22.198	854.07	0	93.1	752.09	4.3
