		RadSolar1	RadSolar2	RadSolar3	RadSolarReflejada	Humedad	Temperatura	Albedo	Luvia Total	Direccion Viento	Pressure	Velocidad Viento
[%Y-%m-%d]	[%H:%M:%S]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[%]	[°c]	[W/m2]	[mm]	[°]	[mbar]	[m/s]
2024-05-14	09:44:00	883.963	896.669	900.009	114.038	44.708	20.484	785.971	0	66.4	752.82	6.4
2024-05-14	09:45:00	881.48	895.409	897.607	113.825	46.649	20.342	783.782	0	88.1	752.83	5.5
2024-05-14	09:46:00	893.05	906.621	908.915	115.329	46.469	20.115	793.586	0	71.1	752.82	5.7
2024-05-14	09:47:00	893.946	907.479	910.352	114.829	48.406	20.115	795.522	0	90.6	752.9	3.1
2024-05-14	09:48:00	891.532	904.99	907.387	114.679	46.878	20.326	792.708	0	54.4	752.81	5.7
2024-05-14	09:49:00	890.774	904.398	906.737	114.19	48.934	20.455	792.547	0	72.9	752.82	4.5
2024-05-14	09:50:00	884.139	896.621	899.578	113.174	47.335	20.497	786.404	0	73.5	752.83	4
2024-05-14	09:51:00	882.363	896.199	897.536	113.177	48.332	20.553	784.359	0	76.6	752.75	5.6
2024-05-14	09:52:00	876.714	890.333	892.08	112.353	46.746	20.455	779.727	0	65.6	752.81	2.8
2024-05-14	09:53:00	871.721	883.846	886.423	111.128	47.917	20.356	775.295	0	84.8	752.83	1.8
2024-05-14	09:54:00	851.008	863.34	864.68	108.377	47.396	20.484	756.302	0	110.3	752.79	1.6
2024-05-14	09:55:00	847.246	859.636	860.657	108.564	46.909	20.642	752.093	0	94.4	752.68	5.9
2024-05-14	09:56:00	875.418	887.194	887.845	112.344	45.329	20.399	775.501	0	63.5	752.67	5.7
2024-05-14	09:57:00	868.468	880.933	881.874	111.823	47.801	20.102	770.051	0	83	752.68	4.6
2024-05-14	09:58:00	874.175	887.194	887.214	112.213	48.65	20.089	775.001	0	75.6	752.72	4.1
2024-05-14	09:59:00	887.637	900.736	900.895	113.267	48.493	20.369	787.627	0	61.7	752.69	2.8
2024-05-14	10:00:00	915.159	926.856	928.889	116.592	48.145	20.767	812.297	0	46.3	752.64	3.9
2024-05-14	10:01:00	913.509	925.306	927.589	115.973	49.263	20.978	811.617	0	56.4	752.64	2.6
2024-05-14	10:02:00	927.029	939.51	940.359	118.125	48.018	21.05	822.233	0	77.5	752.69	3.6
2024-05-14	10:03:00	850.606	815.998	874.429	105.733	47.753	20.994	768.696	0	80	752.47	5.6
2024-05-14	10:04:00	955.095	968.153	967.671	122.257	47.65	20.909	845.415	0	76.1	752.5	6.2
2024-05-14	10:05:00	953.222	966.241	965.602	121.838	48.172	20.951	843.765	0	71.7	752.64	5.1
2024-05-14	10:06:00	961.548	975.541	973.647	123.174	46.886	20.839	850.473	0	84.7	752.58	6.1
2024-05-14	10:07:00	968.481	981.543	979.873	123.927	47.103	20.909	855.946	0	77.8	752.48	6.5
2024-05-14	10:08:00	952.429	966.599	963.869	122.426	47.968	20.839	841.443	0	90.4	752.43	7
2024-05-14	10:09:00	961.329	974.71	972.941	123.53	46.735	20.78	849.411	0	78.8	752.51	7
2024-05-14	10:10:00	960.27	972.793	971.157	123.051	48	20.642	848.106	0	74.9	752.59	6.9
2024-05-14	10:11:00	949.201	962.028	960.966	120.979	49.437	20.839	839.988	0	57.3	752.51	5.1
2024-05-14	10:12:00	953.77	966.538	965.825	121.148	50.925	20.938	844.676	0	100	752.5	2.9
2024-05-14	10:13:00	935.155	948.661	946.77	118.87	48.795	21.093	827.9	0	92.9	752.51	4.5
2024-05-14	10:14:00	950.086	963.563	960.591	121.828	48.265	20.823	838.762	0	80.9	752.37	7.8
2024-05-14	10:15:00	956.258	969.459	967.09	122.61	48.03	20.684	844.479	0	64.4	752.36	7.1
2024-05-14	10:16:00	976.019	987.988	985.983	124.72	48.909	20.642	861.263	0	58.7	752.43	5.4
2024-05-14	10:17:00	970.142	982.873	980.865	123.528	50.522	20.879	857.338	0	74.6	752.41	5.3
2024-05-14	10:18:00	968.581	981.15	978.267	123.614	49.816	20.711	854.653	0	65.3	752.45	6.1
2024-05-14	10:19:00	959.579	972.191	969.057	121.956	51.195	20.866	847.101	0	68.8	752.44	5.5
2024-05-14	10:20:00	953.632	966.143	962.795	121.648	49.158	21.106	841.147	0	89.1	752.32	8.3
2024-05-14	10:21:00	948.448	960.66	956.752	121.222	48.091	20.866	835.53	0	75.1	752.29	7.5
2024-05-14	10:22:00	958.26	971.557	966.942	122.59	48.181	20.796	844.351	0	89	752.27	7.2
2024-05-14	10:23:00	948.868	962.874	957.859	121.58	48.645	20.852	836.278	0	75.9	752.33	8.8
2024-05-14	10:24:00	942.994	956.055	951.754	120.597	48.934	20.796	831.158	0	78.2	752.31	8
2024-05-14	10:25:00	950.603	962.85	958.951	120.856	48.709	20.895	838.095	0	45.6	752.28	5.6
2024-05-14	10:26:00	948.393	960.901	956.297	120.748	48.63	20.978	835.549	0	55.6	752.17	8.3
2024-05-14	10:27:00	947.033	959.741	954.922	121.178	47.4	20.938	833.744	0	57.2	752.18	8.3
2024-05-14	10:28:00	947.485	959.617	955.092	121.166	48.328	20.909	833.926	0	76.3	752.13	9.1
2024-05-14	10:29:00	962.795	974.867	970.393	122.82	47.481	21.093	847.573	0	75	752.29	6.9
2024-05-14	10:30:00	969.604	982.454	976.784	123.845	46.681	20.866	852.939	0	67	752.24	7.7
2024-05-14	10:31:00	962.582	975.541	969.442	122.974	48.508	20.839	846.469	0	83.3	752.17	6
2024-05-14	10:32:00	976.547	989.284	983.14	124.175	49.245	21.007	858.965	0	74.5	752.22	4.8
2024-05-14	10:33:00	972.151	984.793	978.784	123.964	48.824	21.063	854.819	0	69.2	752.08	7.4
2024-05-14	10:34:00	976.876	989.972	983.674	124.283	49.651	21.12	859.391	0	77.5	752.23	6.3
2024-05-14	10:35:00	979.643	992.488	986.185	124.903	48.636	21.063	861.282	0	73.2	752.25	7.1
2024-05-14	10:36:00	988.821	1001.103	993.691	126.826	47.678	21.037	866.864	0	76.4	752.05	9.9
2024-05-14	10:37:00	970.436	982.418	975.229	124.077	48.192	20.965	851.152	0	80.2	752.17	8.3
2024-05-14	10:38:00	957.165	969.973	963.387	121.93	49.826	20.978	841.457	0	78.9	752.15	5.7
2024-05-14	10:39:00	968.384	980.338	973.584	123.44	49.044	21.178	850.144	0	84.4	752.16	8.2
2024-05-14	10:40:00	972.822	984.504	978.349	123.624	50.572	21.077	854.725	0	73.2	752.22	6
2024-05-14	10:41:00	964.958	977.09	969.775	122.736	48.841	21.333	847.039	0	71.4	752.23	7.3
2024-05-14	10:42:00	947.091	960.267	951.526	121.547	48.609	20.994	829.979	0	75.9	752.21	9.2
2024-05-14	10:43:00	949.172	962.179	954.11	121.121	50.28	21.037	832.988	0	61.3	752.2	7.2
2024-05-14	10:44:00	961.739	976.944	966.769	123.195	50.521	20.951	843.575	0	88	752.22	7.5
2024-05-14	10:45:00	963.855	976.729	967.956	123.24	49.3	20.978	844.716	0	81	752.14	8.2
2024-05-14	10:46:00	956.064	969.583	961.077	121.863	50.44	21.12	839.214	0	77.3	752.35	8.1
2024-05-14	10:47:00	958.945	972.143	963.38	122.192	50.003	21.194	841.188	0	79.5	752.25	6
2024-05-14	10:48:00	976.3	989.437	980.17	125.053	49.152	20.965	855.118	0	82.3	752.19	9.4
2024-05-14	10:49:00	981.199	992.825	984.736	124.742	50.664	20.922	859.995	0	84	752.36	5.2
2024-05-14	10:50:00	999.14	1010.047	1001.572	127.347	48.728	21.106	874.224	0	79	752.25	9.3
2024-05-14	10:51:00	1002.948	1014.648	1005.202	128.304	49.074	20.909	876.899	0	84.4	752.27	8.8
2024-05-14	10:52:00	1016.473	1028.972	1019.41	129.369	50.704	20.951	890.041	0	86.1	752.32	6.4
2024-05-14	10:53:00	1014.959	1026.599	1018.139	128.72	51.509	20.994	889.419	0	74.2	752.35	5.3
2024-05-14	10:54:00	1003.213	1015.02	1006.272	127.286	50.324	21.178	878.985	0	71.9	752.27	5.9
2024-05-14	10:55:00	1005.535	1016.717	1008.157	127.561	49.422	21.208	880.597	0	81.5	752.27	6.1
2024-05-14	10:56:00	1000.085	1011.369	1002.974	126.773	50.197	21.093	876.201	0	72.2	752.34	6
2024-05-14	10:57:00	985.541	996.644	987.301	125.046	49.849	21.136	862.255	0	71.2	752.24	6.9
2024-05-14	10:58:00	994.476	1005.482	996.055	125.715	50.44	21.277	870.34	0	79.8	752.32	6.3
2024-05-14	10:59:00	1002.237	1013.111	1004.401	126.912	49.863	21.32	877.489	0	69.8	752.24	6.4
2024-05-14	11:00:00	999.625	1011.322	1000.793	127.643	49.147	20.951	873.15	0	84.4	752.26	7.8
2024-05-14	11:01:00	1001.668	1014.805	1003.522	128.072	49.813	20.879	875.45	0	82.3	752.15	8.6
2024-05-14	11:02:00	1006.219	1017.859	1007.743	128.07	51.583	20.81	879.674	0	59.4	752.28	5.7
2024-05-14	11:03:00	1009.354	1021.039	1010.938	128.292	49.643	21.05	882.646	0	85.8	752.33	4.9
2024-05-14	11:04:00	1025.41	1037.239	1026.444	129.857	50.257	21.277	896.586	0	66.2	752.33	6.5
2024-05-14	11:05:00	1023.836	1044.672	1022.22	130.915	49.121	21.149	891.305	0	94.6	752.31	6.2
2024-05-14	11:06:00	1063.836	1076.408	1065.089	135.161	50.992	21.106	929.928	0	71.2	752.33	5
2024-05-14	11:07:00	1058.09	1069.753	1058.578	134.723	49.852	21.063	923.855	0	78.1	752.14	7.2
2024-05-14	11:08:00	606.832	615.053	609.712	76.757	49.436	20.866	532.956	0	67.7	752.34	7.4
2024-05-14	11:09:00	699.652	681.557	707.516	87.581	50.63	20.951	619.935	0	74.3	752.42	4.6
2024-05-14	11:10:00	1063.988	1095.044	1061.796	136.146	49.016	21.093	925.65	0	72.4	752.27	7.6
2024-05-14	11:11:00	692.004	700.911	694.616	86.121	50.87	21.106	608.495	0	76.8	752.28	4.9
2024-05-14	11:12:00	1110.145	1124.472	1110.207	140.965	50.8	21.077	969.242	0	89.7	752.3	5.3
2024-05-14	11:13:00	1075.265	1087.101	1076.304	137.006	49.922	21.25	939.298	0	81.1	752.25	5.9
2024-05-14	11:14:00	1121.275	1127.639	1122.917	140.896	51.332	21.376	982.021	0	72.5	752.24	3.6
2024-05-14	11:15:00	1068.763	1076.524	1069.842	134.707	48.155	21.616	935.135	0	60.1	752.32	7.2
2024-05-14	11:16:00	1065.343	1076.739	1066.482	135.695	49.179	21.25	930.787	0	72.4	752.22	4.1
2024-05-14	11:17:00	1069.994	1082.033	1070.576	136.116	50.064	21.333	934.46	0	51	752.33	5
2024-05-14	11:18:00	963.463	974.719	963.307	123.392	47.898	21.376	839.915	0	63.9	752.14	7.1
2024-05-14	11:19:00	1049.542	1061.02	1048.627	134.848	48.955	21.037	913.778	0	70.4	752.2	9.1
