		RadSolar1	RadSolar2	RadSolar3	RadSolarReflejada	Humedad	Temperatura	Albedo	Luvia Total	Direccion Viento	Pressure	Velocidad Viento
[%Y-%m-%d]	[%H:%M:%S]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[%]	[°c]	[W/m2]	[mm]	[°]	[mbar]	[m/s]
2024-05-04	09:54:00	447.606	457.638	459.093	52.788	81.023	16.631	406.305	0	191.3	753.3	2.4
2024-05-04	09:55:00	432.549	442.609	444.033	51.008	82.612	16.799	393.025	0	209.3	753.18	2.7
2024-05-04	09:56:00	429.939	440.286	440.9	50.883	78.881	16.772	390.018	0	207.4	753.19	2.9
2024-05-04	09:57:00	423.908	434.543	434.906	50.158	81.499	16.716	384.748	0	226.6	753.21	2.2
2024-05-04	09:58:00	409.427	420.209	420.087	48.702	80.941	16.743	371.385	0	206.1	753.25	2.8
2024-05-04	09:59:00	404.095	414.365	414.441	48.115	81.074	16.759	366.326	0	199.2	753.15	2.7
2024-05-04	10:00:00	502.231	509.329	509.521	59.435	80.224	16.842	450.086	0	211.9	753.28	3
2024-05-04	10:01:00	410.87	421.045	420.238	48.373	81.199	16.842	371.866	0	194	753.17	2.6
2024-05-04	10:02:00	403.377	412.697	412.122	47.712	80.112	16.871	364.411	0	209.1	753.28	3.7
2024-05-04	10:03:00	397.242	406.432	406.112	47.221	81.577	16.898	358.891	0	188.3	753.2	3.1
2024-05-04	10:04:00	418.238	425.944	425.834	49.68	79.824	16.956	376.154	0	190.2	753.21	3.4
2024-05-04	10:05:00	392.371	401.786	401.425	47.204	80.627	16.914	354.22	0	209	753.15	3.5
2024-05-04	10:06:00	389.57	398.736	398.437	46.99	81.89	16.956	351.447	0	193.9	753.15	3.9
2024-05-04	10:07:00	389.222	398.228	398.202	47.244	79.989	16.927	350.958	0	206.7	753.16	3.3
2024-05-04	10:08:00	409.055	418.373	418.714	49.85	82.586	16.927	368.864	0	205	753.23	4.1
2024-05-04	10:09:00	429.793	437.975	438.249	52.557	80.442	16.986	385.692	0	192.5	753.14	3.6
2024-05-04	10:10:00	476.719	484.051	486.221	58.322	81.661	16.828	427.899	0	189.3	753.05	4.4
2024-05-04	10:11:00	467.322	474.37	475.931	57.428	80.878	16.815	418.503	0	198.1	753.15	5.2
2024-05-04	10:12:00	474.69	483.718	483.553	57.986	80.677	16.786	425.567	0	197.6	753.13	4.5
2024-05-04	10:13:00	589.83	598.792	600.222	71.803	78.864	16.729	528.419	0	202.2	753.1	5.1
2024-05-04	10:14:00	583.817	592.016	593.302	70.809	80.222	16.759	522.493	0	209.3	753.12	3.3
2024-05-04	10:15:00	620.822	631.982	631.986	75.042	81.124	16.898	556.944	0	185.1	753.13	3.7
2024-05-04	10:16:00	567.094	577.176	577.34	68.614	81.504	17.029	508.726	0	192	753.12	4.8
2024-05-04	10:17:00	578.502	588.868	589.106	70.014	80.123	16.999	519.092	0	195.8	753.07	4.4
2024-05-04	10:18:00	621.785	635.7	635.204	75.197	81.144	16.986	560.008	0	215.7	753	3.8
2024-05-04	10:19:00	640.191	650.753	651.395	76.998	83.532	17.226	574.397	0	216.5	753.1	3.7
2024-05-04	10:20:00	663.71	680.534	678.643	79.712	79.984	17.24	598.931	0	209.4	753.06	3.1
2024-05-04	10:21:00	513.693	526.211	524.817	61.609	83.028	17.352	463.208	0	218.2	753.02	3.9
2024-05-04	10:22:00	555.848	567.872	565.171	67.121	78.004	17.269	498.05	0	193.9	753.1	5
2024-05-04	10:23:00	623.122	634.911	632.105	74.636	78.237	17.296	557.469	0	183	753.02	3.4
2024-05-04	10:24:00	484.395	497.525	494.408	58.21	79.047	17.154	436.198	0	213.8	753	3.5
