		RadSolar1	RadSolar2	RadSolar3	RadSolarReflejada	Humedad	Temperatura	Albedo	Luvia Total	Direccion Viento	Pressure	Velocidad Viento
[%Y-%m-%d]	[%H:%M:%S]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[%]	[°c]	[W/m2]	[mm]	[°]	[mbar]	[m/s]
2024-05-13	09:45:00	897.918	911.085	916.03	97.299	55.915	18.388	818.731	0	271.4	753.9	2.6
2024-05-13	09:46:00	906.031	918.637	922.024	97.527	54.462	18.556	824.497	0	192	753.99	1.5
2024-05-13	09:47:00	895.99	909.103	914.671	96.463	53.45	18.671	818.208	0	234.3	753.97	1
2024-05-13	09:48:00	908.919	921.313	926.159	97.416	56.032	18.796	828.743	0	201.5	753.95	2.1
2024-05-13	09:49:00	909.02	922.093	925.439	97.43	67.318	18.911	828.009	0	205.3	753.96	3.5
2024-05-13	09:50:00	917.362	930.516	932.194	98.807	63.64	18.828	833.387	0	200.1	753.9	4.9
2024-05-13	09:51:00	921.544	935.668	936.494	99.644	57.659	18.529	836.849	0	189.2	753.94	4.2
2024-05-13	09:52:00	928.002	940.811	942.222	99.573	71.844	18.529	842.649	0	182.6	753.93	3.2
2024-05-13	09:53:00	931.361	944.411	945.228	100.642	67.197	18.358	844.585	0	185.6	753.98	4.1
2024-05-13	09:54:00	933.978	946.391	947.214	100.46	67.487	18.233	846.754	0	189.9	753.9	3.3
2024-05-13	09:55:00	919.457	931.68	933.74	98.991	67.501	18.417	834.749	0	207.4	753.82	5.1
2024-05-13	09:56:00	937.598	949.821	950.91	101.21	60.46	18.417	849.7	0	210.8	753.77	5.4
2024-05-13	09:57:00	922.196	934.715	935.148	99.554	63.01	18.444	835.595	0	210.8	753.81	4.3
2024-05-13	09:58:00	923.227	935.747	936.693	100.245	58.619	18.473	836.448	0	220.3	753.77	5.3
2024-05-13	09:59:00	912.807	925.315	925.955	98.388	60.415	18.5	827.567	0	231.4	753.79	3.6
2024-05-13	10:00:00	905.196	918.082	919.056	97.42	64.187	18.572	821.635	0	234.3	753.76	3.1
2024-05-13	10:01:00	918.842	930.752	931.743	98.477	65.249	18.655	833.266	0	219.1	753.78	2.8
2024-05-13	10:02:00	938.249	950.911	950.548	100.53	58.944	18.754	850.018	0	193.2	753.78	2.9
2024-05-13	10:03:00	927.307	939.294	939.101	100.182	58.3	18.812	838.919	0	229.7	753.71	3.9
2024-05-13	10:04:00	952.065	964.749	965.884	101.87	58.162	18.898	864.014	0	236.5	753.8	1.8
2024-05-13	10:05:00	959.107	971.33	969.974	102.308	57.792	19.026	867.666	0	186	753.75	3.2
2024-05-13	10:06:00	950.597	963.805	963.626	101.434	57.062	18.941	862.192	0	196.5	753.72	2.6
2024-05-13	10:07:00	953.234	965.818	965.167	101.679	55.544	18.983	863.488	0	202.8	753.75	2.9
2024-05-13	10:08:00	925.448	938.082	936.207	99.505	56.609	18.941	836.702	0	202.8	753.79	1.8
2024-05-13	10:09:00	914.626	926.564	927.399	98.533	60.671	18.967	828.866	0	173.9	753.71	1
2024-05-13	10:10:00	965.345	977.019	975.203	102.462	62.745	19.109	872.74	0	171.1	753.78	1.6
2024-05-13	10:11:00	961.588	972.689	971.89	102.359	57.956	19.362	869.531	0	117.4	753.79	2.4
2024-05-13	10:12:00	955.713	966	965.353	101.059	56.701	19.349	864.294	0	179.3	753.85	1
2024-05-13	10:13:00	958.584	969.053	967.623	101.659	60.111	19.378	865.965	0	125.2	753.81	2.2
2024-05-13	10:14:00	976.749	986.909	985.224	103.624	55.333	19.619	881.6	0	111.3	753.76	2.5
2024-05-13	10:15:00	977.322	987.838	985.352	103.735	53.347	19.958	881.617	0	99.3	753.71	4.4
2024-05-13	10:16:00	984.129	994.749	992.478	104.825	48.572	20.342	887.653	0	97.1	753.68	3.7
2024-05-13	10:17:00	983.329	994.168	990.821	104.95	46.237	20.484	885.871	0	92.6	753.67	5.4
2024-05-13	10:18:00	983.147	993.651	991.106	104.993	43.784	20.553	886.113	0	53.3	753.6	4.3
2024-05-13	10:19:00	983.913	993.845	992.127	104.812	51.635	20.655	887.315	0	87.7	753.74	4
2024-05-13	10:20:00	988.875	1000.032	995.821	106.085	54.523	20.668	889.737	0	102.9	753.69	4.4
2024-05-13	10:21:00	982.005	992.862	988.879	104.648	53.754	20.399	884.231	0	99.1	753.66	2.2
2024-05-13	10:22:00	983.289	993.975	989.368	105.224	45.207	20.412	884.143	0	76.3	753.64	4.6
2024-05-13	10:23:00	980.628	990.707	986.9	104.939	44.667	20.441	881.961	0	76.4	753.57	3.5
2024-05-13	10:24:00	980.976	992.214	986.809	105.366	45.412	20.524	881.442	0	71.4	753.5	6.1
2024-05-13	10:25:00	982.635	993.324	989.871	105.229	45.485	20.567	884.642	0	84.8	753.57	3.7
2024-05-13	10:26:00	977.36	988.613	983.893	104.861	45.261	20.655	879.032	0	59	753.48	4.6
2024-05-13	10:27:00	973.454	985.084	979.489	104.842	42.999	20.655	874.646	0	83.5	753.56	4.5
2024-05-13	10:28:00	970.576	981.289	977.326	104.118	45.551	20.642	873.208	0	68.8	753.56	3.7
2024-05-13	10:29:00	961.839	973.147	966.951	103.762	42.757	20.625	863.189	0	89.8	753.48	5.3
2024-05-13	10:30:00	960.19	970.646	965.934	102.869	47.066	20.698	863.065	0	78.9	753.51	3.1
2024-05-13	10:31:00	973.198	983.969	979.148	104.569	44.914	20.922	874.58	0	81.2	753.4	3.3
2024-05-13	10:32:00	970.506	981.453	975.217	104.674	42.368	20.78	870.543	0	79	753.46	4.3
2024-05-13	10:33:00	984.013	995.273	988.513	106.47	42.121	20.74	882.043	0	86.8	753.46	5.1
2024-05-13	10:34:00	989.835	1000.883	994.237	107.076	42.084	20.698	887.161	0	80.6	753.44	5
2024-05-13	10:35:00	990.359	1001.598	995.451	106.807	42.612	20.852	888.644	0	71.3	753.48	4.7
2024-05-13	10:36:00	1004.699	1016.536	1009.042	109.098	35.043	20.711	899.944	0	61.4	753.47	6.5
