		RadSolar1	RadSolar2	RadSolar3	RadSolarReflejada	Humedad	Temperatura	Albedo	Luvia Total	Direccion Viento	Pressure	Velocidad Viento
[%Y-%m-%d]	[%H:%M:%S]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[%]	[°c]	[W/m2]	[mm]	[°]	[mbar]	[m/s]
2024-05-15	09:43:00	528.698	541.001	538.877	70.436	64.933	18.473	468.441	0	208.8	754.19	0.9
2024-05-15	09:44:00	521.303	532.224	530.429	69.743	63.871	18.473	460.687	0	187.2	754.19	3.5
2024-05-15	09:45:00	456.465	466.771	463.983	61.442	64.734	18.401	402.541	0	196.7	754.22	2.1
2024-05-15	09:46:00	422.872	432.46	429.633	57.425	63.338	18.417	372.209	0	181.8	754.17	2.4
2024-05-15	09:47:00	404.996	413.831	412.43	54.684	63.416	18.513	357.746	0	87.2	754.2	1.4
2024-05-15	09:48:00	417.72	426.895	426.642	56.641	63.981	18.628	370.001	0	208.4	754.13	2.5
2024-05-15	09:49:00	457.875	467.995	468.366	61.826	64.049	18.529	406.54	0	209.1	754.19	1.7
2024-05-15	09:50:00	555.951	566.522	568.35	74.302	64.254	18.5	494.048	0	207.3	754.22	1.6
2024-05-15	09:51:00	530.677	542.397	540.26	70.569	64.196	18.487	469.691	0	226.5	754.14	1.3
2024-05-15	09:52:00	528.503	539.786	538.264	70.812	65.851	18.572	467.452	0	208.2	754.09	3.1
2024-05-15	09:53:00	509.6	520.917	520.128	68.744	64.551	18.529	451.384	0	211.5	754.12	2.5
2024-05-15	09:54:00	505.708	517.402	516.174	68.209	61.406	18.572	447.965	0	206.4	754.2	2.9
2024-05-15	09:55:00	507.118	519.592	518.339	68.201	62.038	18.641	450.138	0	231	754.1	3
2024-05-15	09:56:00	502.751	514.829	513.805	67.524	61.942	18.796	446.281	0	176.4	754.11	2.1
2024-05-15	09:57:00	483.142	494.945	492.931	64.695	59.626	18.941	428.236	0	224.9	754.08	2.7
2024-05-15	09:58:00	501.265	513.895	512.267	66.783	60.299	19.01	445.484	0	233.2	754.07	3.6
2024-05-15	09:59:00	463.745	476.531	473.985	62.675	60.163	19.039	411.311	0	230.5	754.12	3.5
2024-05-15	10:00:00	454.277	466.026	464.155	61.289	58.971	18.967	402.866	0	229.2	754.09	2.5
2024-05-15	10:01:00	443.654	455.22	453.4	59.696	57.712	18.983	393.704	0	220.4	754.12	1.1
2024-05-15	10:02:00	438.057	449.472	447.89	58.73	58.33	19.039	389.16	0	263.4	754.16	0.6
2024-05-15	10:03:00	434.709	445.422	444.294	58.158	58.469	19.109	386.135	0	106.9	754.14	0.4
2024-05-15	10:04:00	431.693	442.573	440.985	58.004	57.05	19.293	382.981	0	175.4	754.13	1.8
2024-05-15	10:05:00	425.01	434.784	432.712	57.457	56.047	19.293	375.255	0	82	754.06	3.8
2024-05-15	10:06:00	411.264	421.273	419.266	55.858	55.368	19.322	363.408	0	90.7	754.15	2.8
2024-05-15	10:07:00	398.13	407.1	405.643	54.403	57.167	19.28	351.24	0	79.9	754.16	4.3
2024-05-15	10:08:00	394.844	402.823	402.07	54.224	55.622	19.405	347.846	0	81.7	754.11	5.7
2024-05-15	10:09:00	390.165	399.528	397.967	53.911	54.999	19.507	344.056	0	91.3	754.08	5.1
2024-05-15	10:10:00	390.96	399.513	398.398	54.234	55.008	19.322	344.164	0	83.2	754.02	5.6
2024-05-15	10:11:00	395.588	405.319	403.577	55.382	54.892	19.194	348.195	0	84.5	754.05	6.6
2024-05-15	10:12:00	410.923	420.622	420.034	57.02	56.211	19.181	363.014	0	77.8	754.06	5.1
2024-05-15	10:13:00	446.279	456.597	456.43	61.747	55.359	19.138	394.683	0	94	754.09	5.6
2024-05-15	10:14:00	667.282	676.271	680.14	90.075	56.844	19.066	590.065	0	65.7	754.05	4
2024-05-15	10:15:00	555.418	566.87	564.965	74.923	56.563	19.293	490.042	0	82.3	754.06	5.9
2024-05-15	10:16:00	595.401	607.623	604.454	80.183	56.574	19.28	524.271	0	83.3	754	5.8
2024-05-15	10:17:00	560.579	571.221	570.262	75.914	56.325	19.208	494.348	0	81.8	753.97	6.5
2024-05-15	10:18:00	613.1	625.918	622.785	82.84	55.799	19.151	539.945	0	88	754.04	4.5
2024-05-15	10:19:00	614.501	626.958	625.026	82.921	55.849	19.082	542.105	0	76.3	753.96	5.5
2024-05-15	10:20:00	640.827	653.899	652.57	86.782	55.483	19.138	565.789	0	86.7	754.03	5.1
2024-05-15	10:21:00	720.321	733.73	734.041	95.481	55.57	19.25	638.56	0	83.8	754.07	3.1
2024-05-15	10:22:00	700.769	712.425	715.109	92.663	56.087	19.592	622.445	0	87.8	754	3.9
2024-05-15	10:23:00	1020.927	1045.197	1026.625	134.734	54.641	19.678	891.891	0	100.1	753.91	4.4
2024-05-15	10:24:00	654.923	668.004	666.142	86.967	54.283	19.832	579.176	0	90.3	753.96	5.7
2024-05-15	10:25:00	605.495	618.158	617.902	81.472	53.977	19.678	536.429	0	87.2	753.98	6.3
