		RadSolar1	RadSolar2	RadSolar3	RadSolarReflejada	Humedad	Temperatura	Albedo	Luvia Total	Direccion Viento	Pressure	Velocidad Viento
[%Y-%m-%d]	[%H:%M:%S]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[%]	[°c]	[W/m2]	[mm]	[°]	[mbar]	[m/s]
2024-04-27	10:01:00	974.661	989.083	992.512	124.464	74.688	17.055	868.048	0	345.5	754.01	0.6
2024-04-27	10:02:00	894.671	910.25	906.444	113.929	74.984	17.282	792.516	0	211.2	753.9	1.3
2024-04-27	10:03:00	1271.548	1282.458	1295.595	164.842	74.155	17.338	1130.753	0	205.7	753.93	2.1
2024-04-27	10:04:00	799.586	812.315	817.578	103.22	72.115	17.325	714.357	0	230.9	753.92	2.3
2024-04-27	10:05:00	948.563	970.758	953.078	120.093	71.738	17.325	832.985	0	218.9	753.84	0.9
2024-04-27	10:06:00	868.127	873.418	893.549	113.346	71.625	17.368	780.204	0	214.6	753.77	1.4
2024-04-27	10:07:00	1105.315	1123.504	1120.148	141.762	73.807	17.394	978.386	0	132.4	753.8	0.6
2024-04-27	10:08:00	1153.664	1166.214	1177.085	150.434	73.461	17.536	1026.651	0	136.4	753.8	2.2
2024-04-27	10:09:00	1299.418	1315.194	1319.115	168.582	72.967	17.637	1150.533	0	172.9	753.8	0.7
2024-04-27	10:10:00	1179.23	1190.167	1207.255	154.556	73.4	17.835	1052.699	0	180.2	753.73	3
2024-04-27	10:11:00	1155.441	1175.895	1167.989	148.916	72.234	17.667	1019.072	0	202.2	753.69	3.2
2024-04-27	10:12:00	1240.762	1256.931	1259.52	162.373	72.408	17.536	1097.147	0	231.5	753.75	2
2024-04-27	10:13:00	1180.716	1187.731	1210.631	154.809	70.983	17.493	1055.823	0	245.3	753.64	1.5
2024-04-27	10:14:00	1072.324	1087.073	1081.933	137.288	71.029	17.536	944.644	0	135.3	753.73	0.7
2024-04-27	10:15:00	1208.801	1221.632	1225.84	156.642	70.659	17.651	1069.198	0	0	753.61	0
