		RadSolar1	RadSolar2	RadSolar3	RadSolarReflejada	Humedad	Temperatura	Albedo	Luvia Total	Direccion Viento	Pressure	Velocidad Viento
[%Y-%m-%d]	[%H:%M:%S]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[%]	[°c]	[W/m2]	[mm]	[°]	[mbar]	[m/s]
2024-06-05	10:30:00	417.129	426.815	425.394	54.938	58.783	19.095	370.455	0	103.1	754.43	3.3
2024-06-05	10:31:00	413.092	422.332	420.827	54.168	54.94	19.165	366.659	0	100.5	754.49	4.3
2024-06-05	10:32:00	411.316	419.557	418.809	53.669	54.871	19.151	365.14	0	79.1	754.54	4.1
2024-06-05	10:33:00	419.095	428.028	426.9	54.434	57.296	19.194	372.466	0	95.6	754.45	3.4
2024-06-05	10:34:00	411.619	420.632	420.132	53.27	57.428	19.25	366.862	0	93.4	754.5	3.3
2024-06-05	10:35:00	399.952	410.166	408.644	52.73	55.022	19.138	355.914	0	91	754.45	5.3
2024-06-05	10:36:00	400.547	410.84	410.02	53.016	57.442	19.138	357.004	0	104.2	754.52	4.7
2024-06-05	10:37:00	423.146	433.087	431.683	56.266	55.274	19.095	375.417	0	111.1	754.45	7.2
2024-06-05	10:38:00	449.098	458.619	457.232	59.429	54.05	18.842	397.803	0	110.9	754.49	5.7
2024-06-05	10:39:00	452.164	461.794	460.906	59.513	55.773	18.796	401.392	0	97.4	754.48	5.5
2024-06-05	10:40:00	453.393	462.692	462.973	59.23	56.147	18.855	403.742	0	78.7	754.53	4
2024-06-05	10:41:00	460.426	470.976	471.159	61.138	57.584	18.911	410.021	0	82.7	754.44	5.4
2024-06-05	10:42:00	479.371	489.93	490.031	63.388	57.663	18.911	426.643	0	104.8	754.49	4.5
2024-06-05	10:43:00	497.536	508.715	508.932	65.626	54.72	18.997	443.306	0	110.1	754.45	4.4
2024-06-05	10:44:00	513.117	524.825	525.455	67.152	56.176	19.039	458.303	0	85.9	754.4	4.7
2024-06-05	10:45:00	529.921	541.879	542.578	69.176	55.423	19.109	473.402	0	97	754.48	3.9
2024-06-05	10:46:00	554.043	567.341	566.478	72.863	53.438	18.967	493.615	0	108.2	754.4	7.3
2024-06-05	10:47:00	607.719	623.015	623.043	78.287	56.206	18.812	544.756	0	105.7	754.36	4.5
2024-06-05	10:48:00	679.225	690.988	692.938	86.092	56.774	18.855	606.846	0	88.3	754.34	6.8
2024-06-05	10:49:00	578.246	588.555	587.236	73.932	57.361	18.871	513.304	0	77.2	754.43	3.4
2024-06-05	10:50:00	492.096	502.585	501.826	64.345	54.12	18.997	437.481	0	111	754.38	5.5
2024-06-05	10:51:00	473.878	483.875	483.582	61.712	52.903	18.796	421.87	0	108.9	754.37	3.4
2024-06-05	10:52:00	488.46	498.651	499.465	63.152	56.858	18.855	436.312	0	93.3	754.39	2.8
2024-06-05	10:53:00	568.363	579.372	575.698	72.27	54.303	18.828	503.428	0	107.6	754.37	4.4
2024-06-05	10:54:00	484.812	494.686	494.505	62.379	58.358	18.898	432.126	0	94.4	754.39	2.9
2024-06-05	10:55:00	470.728	480.738	480.476	61.041	54.106	18.884	419.435	0	89.9	754.35	3.7
2024-06-05	10:56:00	459.642	469.058	469.058	59.532	55.753	18.871	409.527	0	84.5	754.5	2.8
2024-06-05	10:57:00	456.73	465.372	465.547	59.574	53.516	18.871	405.973	0	113.2	754.35	3.2
2024-06-05	10:58:00	449	456.872	457.72	58.08	57.499	18.954	399.64	0	65.8	754.37	3.8
2024-06-05	10:59:00	452.245	460.256	460.999	58.796	51.886	18.898	402.203	0	81.2	754.37	3.4
2024-06-05	11:00:00	493.138	501.125	502.477	63.745	53.469	18.828	438.733	0	69.5	754.33	4.3
2024-06-05	11:01:00	598.146	607.132	606.102	75.473	55.965	18.927	530.629	0	84.6	754.33	2.8
2024-06-05	11:02:00	597.076	607.922	606.073	74.991	55.066	19.026	531.082	0	72.9	754.3	2.8
2024-06-05	11:03:00	525.326	535.142	536.514	66.907	53.67	19.082	469.607	0	71.5	754.36	2.9
2024-06-05	11:04:00	503.659	513.914	514.778	64.824	55.791	19.165	449.954	0	94.5	754.19	3.6
2024-06-05	11:05:00	497.715	507.529	507.691	64.183	52.388	19.151	443.508	0	65.7	754.26	4.5
2024-06-05	11:06:00	485.316	494.543	495.189	62.918	52.5	19.026	432.27	0	55.3	754.31	2.4
2024-06-05	11:07:00	539.657	547.437	549.747	69.216	55.757	19.01	480.531	0	72.9	754.23	3
2024-06-05	11:08:00	720.218	733.126	723.707	90.445	54.766	19.053	633.262	0	79.8	754.24	4.9
2024-06-05	11:09:00	687.115	699.077	687.243	86.064	52.518	19.082	601.179	0	82.7	754.16	3
2024-06-05	11:10:00	565.539	576.062	573.548	72.208	55.191	19.151	501.34	0	88	754.32	3.6
2024-06-05	11:11:00	775.653	786.351	785.224	96.927	53.318	19.165	688.297	0	94.2	754.31	4.4
2024-06-05	11:12:00	755.656	783.358	741.11	93.569	57.483	19.28	647.541	0	94.8	754.26	2.6
2024-06-05	11:13:00	1078.768	1092.378	1087.321	132.959	53.795	19.464	954.362	0	68.4	754.24	4.5
2024-06-05	11:14:00	878.663	893.769	890.728	108.548	54.512	19.536	782.181	0	62	754.24	6.1
2024-06-05	11:15:00	1090.969	1105.186	1099.179	134.624	55.396	19.507	964.555	0	67.2	754.16	5.1
2024-06-05	11:16:00	1082.667	1097.89	1091.76	133.423	55.004	19.592	958.337	0	49.5	754.23	3.5
2024-06-05	11:17:00	1150.101	1165.913	1159.44	141.87	56.198	19.816	1017.569	0	102.5	754.24	5.9
2024-06-05	11:18:00	1273.775	1290.873	1282.853	156.912	50.832	19.872	1125.941	0	56.8	754.18	7.6
2024-06-05	11:19:00	813.988	821.118	848.652	100.146	51.895	19.592	748.506	0	71.9	754.12	4.5
2024-06-05	11:20:00	1230.241	1250.418	1238.416	153.266	51.932	19.592	1085.15	0	85.3	753.96	10.2
2024-06-05	11:21:00	1168.087	1187.149	1179.151	144.611	55.149	19.563	1034.539	0	74.6	754.17	4
2024-06-05	11:22:00	1148.371	1168.673	1159.928	141.804	54.23	20.001	1018.125	0	78.5	754.15	5.8
2024-06-05	11:23:00	1212.127	1229.654	1227.517	149.577	55.803	20.145	1077.94	0	90.1	754.16	5.7
2024-06-05	11:24:00	1232.263	1253.067	1244.34	152.702	52.866	20.033	1091.638	0	93.9	754.1	6.2
2024-06-05	11:25:00	1118.794	1140.028	1118.493	139.455	54.395	19.902	979.038	0	82.1	754.11	6.9
2024-06-05	11:26:00	952.412	970.388	956.721	119.256	51.789	20.033	837.466	0	91.5	754.13	6.8
2024-06-05	11:27:00	1230.455	1249.721	1239.705	152.771	55.136	19.958	1086.933	0	111.6	753.99	6.2
2024-06-05	11:28:00	1236.271	1255.523	1245.663	153.155	53.4	19.902	1092.509	0	80.7	754.15	4.6
2024-06-05	11:29:00	1123.521	1142.791	1119.596	138.485	54.917	19.987	981.111	0	69.6	754.11	5
2024-06-05	11:30:00	1195.155	1215.262	1199.539	148.501	55.767	19.945	1051.038	0	88.1	754.1	6.5
2024-06-05	11:31:00	1050.732	1068.303	1070.6	131.047	55.016	19.76	939.553	0	27.2	754.16	4.8
2024-06-05	11:32:00	1172.919	1191.948	1181.659	145.831	57.396	19.747	1035.829	0	89.5	754.06	4.5
2024-06-05	11:33:00	923.383	942.023	928.256	116.451	52.915	19.747	811.805	0	74.8	754.02	7.3
2024-06-05	11:34:00	1031.344	1050.109	1045.888	129.304	55.53	19.635	916.583	0	78	754.09	4.2
2024-06-05	11:35:00	1112.878	1136.029	1119.479	140.041	52.692	19.734	979.438	0	95.1	753.89	9.1
2024-06-05	11:36:00	888.145	907.117	892.784	112.247	55.501	19.619	780.537	0	92.4	753.95	7.4
2024-06-05	11:37:00	1175.178	1194.261	1182.49	146.974	55.858	19.563	1035.516	0	101.6	754.06	5
2024-06-05	11:38:00	781.425	794.544	797.058	99.903	54.728	19.549	697.155	0	107.6	754.04	6.7
2024-06-05	11:39:00	1106.895	1123.517	1115.351	137.922	56.632	19.605	977.43	0	88.1	754.11	4.7
2024-06-05	11:40:00	1174.016	1193.344	1184.12	146.903	54.709	19.579	1037.217	0	77.6	754.13	5.6
2024-06-05	11:41:00	1169.982	1189.046	1180.174	145.057	56.729	19.76	1035.117	0	37.8	754.11	2.6
2024-06-05	11:42:00	1150.458	1165.414	1173.037	141.986	58.062	20.001	1031.051	0	73.8	754.14	3.2
2024-06-05	11:43:00	702.148	718.095	714.07	90.42	53.281	19.945	623.651	0	59.7	753.97	5.6
2024-06-05	11:44:00	627.223	645.988	636.381	82.262	53.272	19.971	554.119	0	85.4	753.97	6.1
2024-06-05	11:45:00	642.805	659.931	650.808	84.002	52.736	19.507	566.806	0	96.4	754.05	5.5
2024-06-05	11:46:00	905.896	930.653	891.292	115.093	52.997	19.25	776.198	0	75.2	754.11	8
2024-06-05	11:47:00	741.832	758.728	746.67	93.122	53.864	18.967	653.548	0	128.2	754.02	0.5
2024-06-05	11:48:00	885.006	889.291	895.745	110.472	57.128	19.066	785.273	0	39	754.08	1.8
2024-06-05	11:49:00	1075.789	1090.392	1090.587	133.526	56.751	19.437	957.061	0	75.5	754.05	4.1
2024-06-05	11:50:00	1072.519	1090.997	1081.046	134.323	57.657	19.803	946.723	0	84.6	753.9	2.9
2024-06-05	11:51:00	1061.632	1078.539	1068.453	133.616	54.322	19.52	934.838	0	55.4	753.87	7
2024-06-05	11:52:00	1024.464	1041.256	1032.28	128.947	56.821	19.563	903.332	0	76.4	753.97	5.4
2024-06-05	11:53:00	968.688	985.346	978.251	121.919	55.226	19.536	856.332	0	76.4	753.93	4.5
2024-06-05	11:54:00	1007.443	1024.91	1014.022	126.776	54.834	19.507	887.246	0	40.3	753.92	4.9
2024-06-05	11:55:00	862.042	875.042	875.276	109.191	55.443	19.392	766.085	0	47.4	754	6
2024-06-05	11:56:00	641.543	654.893	653.514	83.34	57.227	19.322	570.174	0	78.4	753.78	5.6
2024-06-05	11:57:00	636.802	652.462	645.166	83.153	55.146	19.109	562.013	0	50.7	753.83	7.2
2024-06-05	11:58:00	584.783	599.007	594.479	76.704	55.933	18.927	517.775	0	58	753.84	5
2024-06-05	11:59:00	550.9	564.621	562.407	73.224	57.785	18.927	489.183	0	74.8	753.9	3.5
2024-06-05	12:00:00	760.618	775.14	767.29	96.278	59.353	18.954	671.012	0	61.7	753.84	2.3
2024-06-05	12:01:00	1012.292	1027.418	1024.203	126.185	59.037	18.997	898.018	0	85.5	753.88	3.5
2024-06-05	12:02:00	812.305	825.588	826.107	102.934	56.824	19.208	723.173	0	76.9	753.76	5.2
2024-06-05	12:03:00	683.808	700.028	692.867	88.372	56.527	19.125	604.496	0	73.7	753.78	3.7
2024-06-05	12:04:00	642.171	655.515	651.969	83.623	56.4	19.125	568.346	0	54.9	753.78	5.6
2024-06-05	12:05:00	992.485	1002.254	1012.16	124.016	58.304	19.109	888.145	0	82	753.81	5.3
2024-06-05	12:06:00	848.896	854	874.415	106.88	57.753	19.194	767.535	0	70.5	753.88	4.2
2024-06-05	12:07:00	783.791	807.793	773.513	100.12	58.307	19.392	673.393	0	87.7	753.81	3.6
2024-06-05	12:08:00	816.937	829.044	827.839	103.301	55.388	19.405	724.538	0	81.8	753.86	5.7
2024-06-05	12:09:00	819.653	835.208	832.253	103.23	56.24	19.194	729.023	0	75.9	753.77	4
2024-06-05	12:10:00	550.26	563.659	560.843	71.753	56.266	19.264	489.089	0	88.2	753.77	4.1
2024-06-05	12:11:00	575.075	588.159	586.098	75.003	54.015	19.224	511.095	0	36.2	753.82	4.7
2024-06-05	12:12:00	835.17	855.06	844.284	105.995	56.06	19.109	738.289	0	71	753.77	3.8
2024-06-05	12:13:00	925.637	944.975	937.869	116.935	55.361	19.194	820.933	0	37.7	753.74	5.1
2024-06-05	12:14:00	598.239	612.897	608.45	77.678	54.61	19.28	530.773	0	77.9	753.66	5.6
2024-06-05	12:15:00	503.052	516.081	514.231	66.737	54.743	19.138	447.493	0	80.5	753.75	3.6
2024-06-05	12:16:00	527.73	538.687	537.446	68.777	55.764	19.138	468.669	0	59.9	753.72	3.7
2024-06-05	12:17:00	625.878	640.136	638.595	79.933	57.515	19.349	558.662	0	71	753.72	3.2
2024-06-05	12:18:00	803.787	819.31	815.825	101.592	59.31	19.392	714.233	0	63.6	753.71	3.1
2024-06-05	12:19:00	717.729	732.872	728.139	91.607	54.265	19.151	636.533	0	64.5	753.62	6.6
2024-06-05	12:20:00	548.458	561.92	560.594	72.304	56.687	18.884	488.289	0	78.8	753.73	3.1
2024-06-05	12:21:00	828.384	844.758	838.9	105.231	57.108	19.039	733.67	0	49.5	753.75	3.1
2024-06-05	12:22:00	774.476	788.873	783.155	98.301	57.467	19.322	684.855	0	74.2	753.65	4.1
2024-06-05	12:23:00	789.712	807.139	800.66	100.836	52.672	19.419	699.824	0	48.4	753.57	5.4
2024-06-05	12:24:00	722.778	738.745	733.626	92.088	55.877	19.378	641.538	0	54.4	753.63	3.2
2024-06-05	12:25:00	686.879	702.541	697.693	87.895	55.542	19.536	609.798	0	71.4	753.52	5.2
2024-06-05	12:26:00	657.924	673.344	668.263	84.552	54.157	19.405	583.711	0	46.1	753.51	3.8
2024-06-05	12:27:00	641.857	657.34	651.51	83.113	54.11	19.392	568.397	0	74.8	753.48	5.1
2024-06-05	12:28:00	636.145	651.918	646.512	82.285	55.617	19.322	564.228	0	25.3	753.52	3.9
2024-06-05	12:29:00	579.905	593.744	589.389	75.309	54.207	19.451	514.079	0	53.7	753.37	5.1
2024-06-05	12:30:00	575.761	590.564	585.295	75.443	52.924	19.293	509.852	0	61.7	753.37	6.9
2024-06-05	12:31:00	553.497	569.023	564.574	72.59	56.574	19.109	491.984	0	40.5	753.49	3.1
2024-06-05	12:32:00	535.477	549.836	546.136	70.279	55.924	19.125	475.857	0	63	753.43	3.7
2024-06-05	12:33:00	535.088	549.984	545.76	70.29	56.583	19.224	475.47	0	24.5	753.38	3
2024-06-05	12:34:00	527.929	542.697	538.248	69.548	57.511	19.181	468.701	0	73.8	753.42	4
2024-06-05	12:35:00	513.612	528.784	524.505	68.002	55.049	19.125	456.502	0	49.1	753.42	4.8
2024-06-05	12:36:00	510.082	525.014	520.596	67.52	57.306	19.138	453.076	0	31	753.43	4.5
2024-06-05	12:37:00	504.144	519.512	515.094	67.202	54.807	19.181	447.891	0	48.8	753.36	6.5
2024-06-05	12:38:00	472.512	487.095	483.506	63.405	56.116	19.066	420.101	0	82.2	753.48	5.4
2024-06-05	12:39:00	493.058	506.833	502.492	66.004	54.908	19.053	436.489	0	70.9	753.45	6.9
2024-06-05	12:40:00	494.752	508.795	505.257	65.449	55.919	19.01	439.808	0	70.4	753.41	3.2
2024-06-05	12:41:00	485.961	500.684	496.47	64.674	54.747	18.954	431.796	0	76	753.43	4.3
2024-06-05	12:42:00	478.176	492.114	488.712	63.527	57.622	18.954	425.185	0	70.6	753.32	5.5
2024-06-05	12:43:00	476.598	491.41	487.639	63.821	58.254	18.997	423.819	0	31.3	753.34	5.5
2024-06-05	12:44:00	478.904	493.581	489.302	64.398	55.255	18.954	424.904	0	69.3	753.24	6.8
2024-06-05	12:45:00	481.378	495.861	491.814	64.21	56.371	18.796	427.604	0	57.9	753.35	3.3
2024-06-05	12:46:00	492.818	506.316	502.696	65.443	58.431	18.842	437.253	0	85.7	753.25	3.7
2024-06-05	12:47:00	511.704	525.802	522.361	67.945	57.593	18.796	454.416	0	68.8	753.31	6.3
2024-06-05	12:48:00	570.579	585.295	581.577	74.667	58.733	18.783	506.91	0	54.5	753.15	5.6
2024-06-05	12:49:00	563.136	578.563	574.615	73.565	58.95	18.828	501.05	0	76.7	753.24	5.5
2024-06-05	12:50:00	542.819	557.929	554.016	71.433	57.946	18.796	482.583	0	43.4	753.33	3.3
2024-06-05	12:51:00	530.685	544.87	540.543	69.997	57.099	18.711	470.546	0	75	753.24	6.6
2024-06-05	12:52:00	499.722	514.79	511.278	66.513	59.053	18.727	444.766	0	77.3	753.24	4.8
2024-06-05	12:53:00	469.488	483.679	480.318	62.685	60.221	18.796	417.633	0	86.3	753.29	4
2024-06-05	12:54:00	468.721	484.277	481.644	62.403	58.716	18.828	419.241	0	65.3	753.17	5.4
2024-06-05	12:55:00	451.359	465.873	462.386	60.791	59.114	18.671	401.595	0	69.9	753.22	5.3
2024-06-05	12:56:00	442.484	457.447	454.18	59.778	58.693	18.641	394.402	0	46.6	753.17	4.9
2024-06-05	12:57:00	446.602	461.235	458.08	60.332	57.7	18.684	397.747	0	34.3	753.26	5.7
2024-06-05	12:58:00	452.604	467.072	464.371	60.804	60.181	18.77	403.567	0	46.6	753.14	4.5
2024-06-05	12:59:00	444.931	459.754	457.053	59.907	60.152	18.911	397.147	0	39.9	753.13	3.4
2024-06-05	13:00:00	433.477	448.29	445.415	59.093	56.902	18.871	386.321	0	14.7	753.09	5.7
2024-06-05	13:01:00	430.369	444.548	441.985	58.765	59.641	18.754	383.22	0	30.6	753.18	5.1
2024-06-05	13:02:00	441.081	455.546	452.643	60.052	60.18	18.74	392.591	0	40.6	753.13	4.7
2024-06-05	13:03:00	485.601	500.65	498.015	64.833	60.694	18.684	433.183	0	47.5	753.13	3.2
2024-06-05	13:04:00	490.701	505.378	502.281	66.326	58.765	18.543	435.955	0	29.7	753.04	6.7
2024-06-05	13:05:00	492.825	506.875	503.923	66.018	60.593	18.513	437.906	0	41.7	753.09	4.1
2024-06-05	13:06:00	499.394	514.362	511.004	67.029	59.975	18.641	443.975	0	42.9	753.12	5.8
2024-06-05	13:07:00	594.069	609.601	605.529	77.644	60.463	18.655	527.885	0	44.6	753.09	3.4
2024-06-05	13:08:00	657.948	673.68	668.722	84.92	60.926	18.711	583.802	0	69.5	753.13	4.9
2024-06-05	13:09:00	720.16	741.717	731.431	92.626	59.639	18.572	638.805	0	46.4	753.02	6.3
2024-06-05	13:10:00	746.225	776.387	756.536	94.98	60.761	18.599	661.556	0	65.4	753.03	6.1
2024-06-05	13:11:00	664.266	689.178	674.83	84.58	60.015	18.74	590.25	0	67	753	5.3
2024-06-05	13:12:00	475.37	492.063	488.809	63.431	60.793	18.812	425.378	0	67.4	753.13	4.3
2024-06-05	13:13:00	444.266	460.187	456.939	59.489	61.719	18.927	397.451	0	83.8	753.12	3.5
2024-06-05	13:14:00	454.193	469.139	466.626	60.627	61.055	19.039	405.999	0	67.7	753.1	3
2024-06-05	13:15:00	429.03	444.092	440.954	57.916	59.337	19.095	383.038	0	58.2	753.02	4.8
2024-06-05	13:16:00	420.603	435.993	431.697	57.372	57.438	18.983	374.325	0	61.9	752.87	9
2024-06-05	13:17:00	415.139	431.165	427.094	57.359	59.205	18.727	369.736	0	66.1	752.99	6.8
2024-06-05	13:18:00	410.008	425.938	421.305	56.779	59.626	18.671	364.526	0	87.1	753.01	6.7
2024-06-05	13:19:00	414.307	430.082	425.842	57.079	58.82	18.671	368.763	0	57.2	753	5.4
2024-06-05	13:20:00	439.372	455.327	451.073	59.788	59.79	18.641	391.285	0	54.4	752.96	6.4
2024-06-05	13:21:00	474.027	490.208	484.954	63.546	59.613	18.641	421.408	0	58.6	752.94	6.3
2024-06-05	13:22:00	491.745	509.233	503.927	65.131	59.603	18.684	438.796	0	72.2	752.97	4.7
2024-06-05	13:23:00	532.131	542.983	544.364	69.357	61.104	18.812	475.007	0	57.2	752.87	4
2024-06-05	13:24:00	453.666	467.724	463.481	60.437	58.638	18.855	403.044	0	71.2	752.85	5.8
2024-06-05	13:25:00	515.437	531.833	527.175	67.959	57.485	18.77	459.216	0	46.8	752.85	4.5
