		RadSolar1	RadSolar2	RadSolar3	RadSolarReflejada	Humedad	Temperatura	Albedo	Luvia Total	Direccion Viento	Pressure	Velocidad Viento
[%Y-%m-%d]	[%H:%M:%S]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[%]	[°c]	[W/m2]	[mm]	[°]	[mbar]	[m/s]
2024-05-25	10:41:00	356.385	365.309	363.565	48.802	63.462	19.419	314.763	0	131.3	754.43	3.8
2024-05-25	10:42:00	333.782	341.684	339.754	45.789	62.781	19.322	293.965	0	89.7	754.6	3.7
2024-05-25	10:43:00	315.006	321.783	320.763	43.311	62.877	19.208	277.453	0	98.6	754.59	1.4
2024-05-25	10:44:00	308.041	314.236	313.141	42.239	66.265	19.151	270.903	0	188.1	754.59	1.7
2024-05-25	10:45:00	303.147	309.606	308.455	41.944	67.299	18.967	266.511	0	197.1	754.56	2.4
2024-05-25	10:46:00	308.264	314.125	312.858	43.042	66.778	18.884	269.817	0	171.9	754.54	3.6
2024-05-25	10:47:00	325.052	331.027	329.761	44.883	68.76	18.783	284.878	0	157.6	754.62	2.3
2024-05-25	10:48:00	343.99	349.607	349.041	46.997	67.119	18.754	302.043	0	197.4	754.55	3.7
2024-05-25	10:49:00	369.008	373.587	373.455	49.13	68.549	18.783	324.325	0	65.4	754.67	2.5
2024-05-25	10:50:00	384.267	389.775	389.613	50.895	65.719	18.898	338.718	0	85.4	754.68	2.8
2024-05-25	10:51:00	388.905	395.171	395.445	51.284	62.777	18.983	344.161	0	59.6	754.64	2.8
2024-05-25	10:52:00	385.676	393.865	393.428	51.165	62.326	18.941	342.263	0	89.2	754.66	3.2
2024-05-25	10:53:00	382.985	390.909	390.682	50.554	61.214	18.898	340.128	0	111.9	754.66	1.8
2024-05-25	10:54:00	378.415	386.746	386.694	49.342	61.535	18.898	337.352	0	0	754.63	0
2024-05-25	10:55:00	372.277	380.956	381.163	48.499	61.586	18.997	332.664	0	14.6	754.65	1
2024-05-25	10:56:00	367.832	376.449	376.343	47.712	61.504	19.082	328.631	0	82.5	754.63	0.6
2024-05-25	10:57:00	370.137	377.827	377.807	48.238	60.326	19.165	329.569	0	63.1	754.55	3.2
2024-05-25	10:58:00	374.262	382.095	381.316	49.235	60.985	19.181	332.081	0	102.6	754.57	3.2
2024-05-25	10:59:00	382.381	388.711	388.445	49.577	60.582	19.264	338.868	0	96.9	754.62	2.9
2024-05-25	11:00:00	386.33	393.423	392.969	50.198	60.794	19.151	342.771	0	73.7	754.54	3.3
2024-05-25	11:01:00	388.076	396.331	395.529	50.611	61.319	19.264	344.918	0	94.2	754.43	4.3
2024-05-25	11:02:00	388.362	396.946	396.038	50.431	60.579	19.405	345.608	0	93.9	754.43	3.9
2024-05-25	11:03:00	384.605	393.788	391.193	50.489	57.108	19.392	340.703	0	90.9	754.38	5.9
2024-05-25	11:04:00	376.146	383.855	381.713	48.715	58.93	19.362	332.998	0	75.3	754.41	3.7
2024-05-25	11:05:00	359.31	367.412	365.004	47.077	57.151	19.25	317.927	0	82.9	754.4	5.7
2024-05-25	11:06:00	338.694	347.74	345.525	44.248	57.888	19.336	301.277	0	81.8	754.37	3
2024-05-25	11:07:00	326.06	335.288	332.824	43.479	57.013	19.237	289.345	0	110.7	754.29	4.2
2024-05-25	11:08:00	316.303	325.757	322.915	42.187	57.538	19.208	280.728	0	89.7	754.26	6.5
2024-05-25	11:09:00	306.175	315.2	312.905	40.797	56.377	19.208	272.108	0	74.4	754.24	6
2024-05-25	11:10:00	296.869	306.19	304.276	39.976	57.279	19.01	264.3	0	68	754.32	5.3
2024-05-25	11:11:00	301.081	310.4	308.192	40.297	56.572	18.927	267.894	0	65.6	754.27	3.9
2024-05-25	11:12:00	304.135	312.595	310.285	40.494	57.442	18.927	269.792	0	51.7	754.3	5.4
