		RadSolar1	RadSolar2	RadSolar3	RadSolarReflejada	Humedad	Temperatura	Albedo	Luvia Total	Direccion Viento	Pressure	Velocidad Viento
[%Y-%m-%d]	[%H:%M:%S]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[%]	[°c]	[W/m2]	[mm]	[°]	[mbar]	[m/s]
2024-06-13	10:22:00	333.804	340.429	342.252	50.977	60.157	18.529	291.275	0	65.1	754.06	0.8
2024-06-13	10:23:00	351.917	359.3	361.209	53.469	59.2	18.556	307.74	0	66	753.93	0.9
2024-06-13	10:24:00	373.618	381.052	382.831	56.563	60.994	18.612	326.267	0	102.8	754	1
2024-06-13	10:25:00	398.568	405.541	406.986	59.902	61.326	18.77	347.084	0	71.1	753.93	1
2024-06-13	10:26:00	456.786	467.781	465.209	68.344	57.946	18.871	396.865	0	84.7	754	3
2024-06-13	10:27:00	441.716	450.06	450.299	65.801	59.671	18.796	384.498	0	78.7	754.01	1.9
2024-06-13	10:28:00	442.966	452.456	451.99	65.753	57.721	18.796	386.237	0	111.9	753.9	1.1
2024-06-13	10:29:00	424.508	433.516	433.303	63.531	58.364	18.77	369.771	0	101.3	754.03	1.4
2024-06-13	10:30:00	391.211	400.189	399.873	58.786	59.568	18.842	341.087	0	61.8	753.95	1.5
2024-06-13	10:31:00	371.858	381.39	381.17	56.803	60.486	18.983	324.367	0	64.3	754	2
2024-06-13	10:32:00	362.724	372.216	372.152	56.207	57.228	19.082	315.945	0	54.4	754.04	3.5
2024-06-13	10:33:00	367.243	376.464	376.826	57.018	57.975	19.026	319.808	0	53.9	753.93	2.7
2024-06-13	10:34:00	383.159	392.226	393.171	59.293	59.197	18.927	333.878	0	60.8	753.99	1.4
2024-06-13	10:35:00	420.268	427.552	429.452	63.817	59.461	18.983	365.636	0	74.7	753.96	2.5
2024-06-13	10:36:00	441.813	452.139	450.497	66.812	58.052	19.095	383.684	0	86	753.94	3.1
2024-06-13	10:37:00	422.608	430.769	430.486	63.685	57.215	19.125	366.801	0	81.9	753.97	1.9
2024-06-13	10:38:00	414.627	422.62	422.905	62.813	58.161	19.181	360.092	0	105.6	753.84	1.9
2024-06-13	10:39:00	416.321	425.216	426.085	63.84	55.063	19.25	362.245	0	110.2	753.91	3.3
2024-06-13	10:40:00	437.975	448.048	449.322	66.44	53.864	19.322	382.883	0	181.1	753.87	0.6
2024-06-13	10:41:00	487.551	498.944	499.775	73.237	57.566	19.419	426.539	0	65.2	753.86	1.3
2024-06-13	10:42:00	533.148	545.296	544.471	80.129	54.416	19.579	464.342	0	96.5	753.83	4.9
2024-06-13	10:43:00	542.168	555.72	553.336	81.359	53.96	19.635	471.977	0	126.5	753.84	4.3
2024-06-13	10:44:00	538.668	550.39	549.15	80.287	55.735	19.619	468.863	0	131.1	753.78	3.4
2024-06-13	10:45:00	549.782	562.356	560.965	81.476	56.234	19.678	479.489	0	73.1	753.76	4.8
2024-06-13	10:46:00	524.714	537.312	536.488	78.467	57.361	19.704	458.021	0	106.2	753.84	3.3
2024-06-13	10:47:00	518.167	530.455	529.896	77.271	52.806	19.704	452.625	0	108.9	753.81	2.5
2024-06-13	10:48:00	534.241	548.313	545.841	79.736	51.802	19.704	466.104	0	94.9	753.64	5.3
2024-06-13	10:49:00	522.877	536.34	534.053	78.287	53.182	19.563	455.766	0	105.9	753.67	5.6
2024-06-13	10:50:00	475.755	486.472	485.182	71.158	54.271	19.605	414.024	0	78.9	753.72	3.7
2024-06-13	10:51:00	462.794	474.135	471.903	70.104	51.441	19.619	401.799	0	89.2	753.68	5.4
2024-06-13	10:52:00	443.179	453.949	452.774	67.082	52.541	19.48	385.692	0	83.7	753.7	3.6
2024-06-13	10:53:00	421.696	432.071	431.485	63.951	53.546	19.451	367.534	0	65.4	753.78	4.2
2024-06-13	10:54:00	398.24	408.929	408.196	61.084	52.695	19.378	347.111	0	75.2	753.75	3.3
2024-06-13	10:55:00	385.865	396.65	396.176	59.279	53.739	19.451	336.897	0	93.4	753.66	2.3
2024-06-13	10:56:00	389.801	399.693	399.817	59.651	54.555	19.635	340.166	0	66.6	753.66	3.2
2024-06-13	10:57:00	402.168	412.772	412.191	61.901	54.206	19.718	350.29	0	104	753.61	3.9
2024-06-13	10:58:00	417.927	428.632	427.652	64.239	52.191	19.619	363.413	0	111.8	753.67	4.7
2024-06-13	10:59:00	437.892	448.97	448.636	66.734	53.923	19.718	381.902	0	101.5	753.58	3.5
2024-06-13	11:00:00	470.971	482.122	481.6	71.535	51.798	19.635	410.065	0	75.5	753.6	6.6
2024-06-13	11:01:00	553.595	564.647	563.463	82.497	52.802	19.563	480.965	0	82.5	753.63	5.4
2024-06-13	11:02:00	541.119	554.945	553.036	81.083	52.443	19.579	471.953	0	82.5	753.56	6.5
