		RadSolar1	RadSolar2	RadSolar3	RadSolarReflejada	Humedad	Temperatura	Albedo	Luvia Total	Direccion Viento	Pressure	Velocidad Viento
[%Y-%m-%d]	[%H:%M:%S]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[%]	[°c]	[W/m2]	[mm]	[°]	[mbar]	[m/s]
2024-05-26	10:40:00	1355.701	1369.535	1368.548	179.337	54.723	20.188	1189.212	0	63.2	754.34	6.7
2024-05-26	10:41:00	786.011	799.866	797.472	105.347	53.063	20.567	692.125	0	73.7	754.36	5.6
2024-05-26	10:42:00	776.456	791.42	787.405	104.957	53.752	20.399	682.448	0	75.9	754.38	7.5
2024-05-26	10:43:00	784.119	797.628	795.26	106.587	52.526	20.342	688.673	0	74.4	754.39	7.7
2024-05-26	10:44:00	876.303	890.46	889.452	118.632	53.818	20.115	770.82	0	66.5	754.49	6.4
2024-05-26	10:45:00	884.8	897.999	897.567	119.095	54.169	20.188	778.472	0	63.1	754.47	7
2024-05-26	10:46:00	912.191	923.653	918.918	122.118	53.791	19.872	796.799	0	64.6	754.42	7.9
2024-05-26	10:47:00	872.147	884.536	882.211	117.473	54.866	19.987	764.737	0	90.6	754.48	7.3
2024-05-26	10:48:00	802.864	812.945	808.438	107.572	54.329	20.046	700.867	0	52.3	754.4	4.6
2024-05-26	10:49:00	858.392	871.761	870.086	115.709	53.392	19.945	754.377	0	92.8	754.51	4.7
2024-05-26	10:50:00	922.895	936.616	934.811	123.301	53.434	19.859	811.511	0	85.3	754.45	3.5
2024-05-26	10:51:00	944.797	958.725	955.826	125.707	54.558	20.033	830.12	0	53	754.42	5.8
2024-05-26	10:52:00	943.241	958.044	952.496	125.835	53.209	20.145	826.661	0	40.5	754.29	7.6
2024-05-26	10:53:00	871.841	885.33	883.065	117.275	54.821	20.131	765.79	0	51.8	754.31	7.1
2024-05-26	10:54:00	926.091	939.58	940.641	124.797	54.271	20.257	815.845	0	61.5	754.38	6.4
2024-05-26	10:55:00	898.37	910.46	905.263	119.789	54.015	20.326	785.473	0	69.5	754.35	6.4
2024-05-26	10:56:00	842.135	855.489	853.817	113.812	53.109	20.313	740.006	0	56	754.2	7.6
2024-05-26	10:57:00	884.514	899.432	899.793	118.935	54.267	20.326	780.858	0	47.5	754.31	5.6
2024-05-26	10:58:00	1111.852	1129.174	1121.022	146.668	54.518	20.399	974.354	0	57.3	754.29	6.2
2024-05-26	10:59:00	982.179	999.362	995.702	131.229	53.203	20.441	864.473	0	76.5	754.3	7.5
2024-05-26	11:00:00	1045.159	1062.96	1054.248	138.759	54.311	20.468	915.489	0	61	754.29	6.4
2024-05-26	11:01:00	1202.933	1220.767	1209.404	159.531	51.953	20.385	1049.874	0	51.1	754.3	7.6
2024-05-26	11:02:00	912.364	930.739	925.86	122.973	54.192	20.131	802.887	0	59.1	754.35	5.6
2024-05-26	11:03:00	1075.852	1090.762	1087.936	143.045	53.383	20.385	944.891	0	76.7	754.28	8
2024-05-26	11:04:00	1510.847	1540.811	1520.154	199.179	52.889	20.511	1320.975	0	77.6	754.33	7.2
2024-05-26	11:05:00	1626	1646.385	1634.619	214.507	53.775	20.425	1420.113	0	76	754.25	10
2024-05-26	11:06:00	1118.196	1142.901	1120.569	147.431	53.739	20.596	973.139	0	78.2	754.32	9.7
2024-05-26	11:07:00	1012	1030.705	1022.576	135.665	52.022	20.511	886.911	0	48.7	754.19	7.5
2024-05-26	11:08:00	1179.891	1214.936	1173.762	153.34	52.599	20.596	1020.422	0	66.8	754.17	6.7
2024-05-26	11:09:00	869.72	882.967	877.298	115.259	52.765	20.326	762.039	0	68	754.36	5.1
2024-05-26	11:10:00	839.271	851.258	853.599	113.686	53.075	20.313	739.912	0	54.3	754.27	6.5
